GeneInfo	GeneID	Gene_Desc	CA_N_007	CA_N_012	CA_N_030	CA_P_013	CA_P_041	CA_P_055	CA_SL_019	CA_SL_048	CA_SL_056	CA_SM_029	CA_SM_039	CA_SM_049
Caust.v2_012346-RA	Caust.v2_012346	ribose-phosphate pyrophosphokinase 1-like isoform 1	2113	3237	1467	3194	2240	3330	2535	2043	3876	2581	1696	2799
Caust.v2_012347-RA	Caust.v2_012347	ubiquitin-conjugating enzyme e2-22 kda	977	719	868	924	557	814	907	1168	692	758	659	1316
Caust.v2_012348-RA	Caust.v2_012348	e3 ubiquitin-protein ligase rfwd3-like	1	0	2	0	0	0	0	0	0	0	0	1
Caust.v2_012349-RA	Caust.v2_012349	NA	95	34	66	89	51	93	86	99	64	67	55	103
Caust.v2_012350-RB	Caust.v2_012350	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012350-RA	Caust.v2_012350	NA	181	80	91	123	52	90	126	153	65	104	60	183
Caust.v2_012351-RC	Caust.v2_012351	ubiquitin-related modifier 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012351-RD	Caust.v2_012351	ubiquitin-related modifier 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012351-RD	Caust.v2_012351	ubiquitin-related modifier 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012351-RB	Caust.v2_012351	ubiquitin-related modifier 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012351-RA	Caust.v2_012351	ubiquitin-related modifier 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012351-RD	Caust.v2_012351	ubiquitin-related modifier 1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012352-RA	Caust.v2_012352	NA	0	1	3	0	1	0	1	1	1	1	10	3
Caust.v2_012353-RA	Caust.v2_012353	NA	19	7	7	0	3	21	10	21	3	2	6	6
Caust.v2_012354-RA	Caust.v2_012354	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012355-RA	Caust.v2_012355	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012356-RA	Caust.v2_012356	low density lipoprotein	3130	3048	3482	4001	3272	1641	982	2161	2028	3018	2273	1250
Caust.v2_012357-RA	Caust.v2_012357	NA	0	4	0	4	2	0	0	0	0	0	0	0
Caust.v2_012358-RA	Caust.v2_012358	NA	14	12	5	19	8	5	4	6	13	10	20	3
Caust.v2_012359-RA	Caust.v2_012359	NA	0	0	0	0	0	0	0	0	0	0	4	0
Caust.v2_012360-RA	Caust.v2_012360	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012361-RA	Caust.v2_012361	 	34	66	41	108	49	20	38	34	51	46	78	14
Caust.v2_012362-RA	Caust.v2_012362	NA	36	59	41	51	43	21	16	20	56	36	58	16
Caust.v2_012363-RA	Caust.v2_012363	NA	0	1	0	0	0	0	0	0	0	0	0	0
Caust.v2_012364-RA	Caust.v2_012364	NA	1	0	2	0	0	0	0	0	0	0	0	0
Caust.v2_012365-RA	Caust.v2_012365	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012366-RA	Caust.v2_012366	cytochrome b-c1 complex subunit 7	1	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012367-RA	Caust.v2_012367	NA	8	8	5	8	4	1	5	3	2	5	5	2
Caust.v2_012368-RA	Caust.v2_012368	5-oxoprolinase	1236	800	1142	1155	1090	800	502	845	1031	772	744	483
Caust.v2_012369-RA	Caust.v2_012369	NA	3	8	6	23	18	4	2	9	19	6	7	5
Caust.v2_012370-RA	Caust.v2_012370	long-chain fatty acid transport protein 4-like	919	2808	1485	3886	2557	1209	2140	1762	2082	1546	2112	1226
Caust.v2_012371-RA	Caust.v2_012371	vesicle-associated membrane protein 4-like isoform x1	728	749	887	1008	778	704	643	811	713	603	955	665
Caust.v2_012372-RA	Caust.v2_012372	uncharacterized protein loc100863258	3	1	3	5	11	12	3	10	6	5	5	6
Caust.v2_012373-RA	Caust.v2_012373	NA	4326	4838	3550	5446	8731	5510	1662	3424	6164	4313	5080	2449
Caust.v2_012374-RA	Caust.v2_012374	uncharacterized protein loc100863258	2	4	2	4	4	2	4	3	0	6	5	5
Caust.v2_012375-RA	Caust.v2_012375	NA	0	0	0	7	1	0	0	0	0	0	2	2
Caust.v2_012376-RA	Caust.v2_012376	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012377-RA	Caust.v2_012377	retinal homeobox protein rx-like	0	2	0	1	0	1	0	0	0	1	1	2
Caust.v2_012378-RA	Caust.v2_012378	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012379-RA	Caust.v2_012379	kynurenine alpha-aminoadipate mitochondrial-like	607	1743	728	3561	2045	6597	625	878	10677	3361	1445	483
Caust.v2_012380-RA	Caust.v2_012380	NA	0	0	0	0	0	0	0	0	0	0	1	0
Caust.v2_012381-RA	Caust.v2_012381	NA	1	0	3	1	0	3	0	0	0	0	0	0
Caust.v2_012382-RA	Caust.v2_012382	NA	0	2	3	2	7	4	2	1	6	0	0	1
Caust.v2_012383-RA	Caust.v2_012383	NA	3	2	4	1	0	1	0	0	2	0	2	1
Caust.v2_012384-RA	Caust.v2_012384	homeobox protein orthopedia-like	56	22	34	36	22	42	13	41	27	15	39	8
Caust.v2_012385-RA	Caust.v2_012385	peptidyl-alpha-hydroxyglycine alpha-amidating lyase 1-like	305	473	357	465	412	278	311	350	361	242	395	307
Caust.v2_012386-RA	Caust.v2_012386	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012387-RA	Caust.v2_012387	NA	0	1	0	0	0	0	0	0	0	0	1	0
Caust.v2_012388-RA	Caust.v2_012388	NA	0	0	1	0	0	3	0	1	0	4	0	1
Caust.v2_012389-RA	Caust.v2_012389	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012390-RA	Caust.v2_012390	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012391-RA	Caust.v2_012391	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_012392-RA	Caust.v2_012392	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_012393-RA	Caust.v2_012393	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012394-RA	Caust.v2_012394	NA	1	0	2	0	0	0	0	1	0	0	0	0
Caust.v2_012395-RA	Caust.v2_012395	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012396-RA	Caust.v2_012396	NA	1	0	0	1	0	0	0	0	0	0	0	0
Caust.v2_012397-RA	Caust.v2_012397	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012398-RA	Caust.v2_012398	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012399-RA	Caust.v2_012399	NA	7	1	7	4	0	2	4	3	2	8	3	5
Caust.v2_012400-RA	Caust.v2_012400	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012401-RA	Caust.v2_012401	adamts-like protein 1 isoform x1	0	2	0	0	0	0	0	0	0	0	0	1
Caust.v2_012402-RA	Caust.v2_012402	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012403-RA	Caust.v2_012403	 	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012404-RA	Caust.v2_012404	adamts-like protein 1 isoform x1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012405-RA	Caust.v2_012405	NA	1	4	3	1	2	2	0	0	1	1	2	0
Caust.v2_012406-RA	Caust.v2_012406	NA	0	0	0	0	0	0	0	1	0	0	0	0
Caust.v2_012407-RA	Caust.v2_012407	NA	4	5	6	4	2	2	3	2	1	10	1	1
Caust.v2_012408-RA	Caust.v2_012408	glutamate receptor 1-like	5	2	8	4	0	8	3	3	0	1	2	2
Caust.v2_012409-RA	Caust.v2_012409	NA	0	2	0	0	0	0	0	0	0	0	0	1
Caust.v2_012410-RA	Caust.v2_012410	glutamate receptor 1-like	10	3	6	13	10	6	4	4	5	2	8	0
Caust.v2_012411-RA	Caust.v2_012411	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012412-RA	Caust.v2_012412	glutamate receptor 1	0	0	0	0	3	0	0	0	0	0	0	0
Caust.v2_012413-RA	Caust.v2_012413	NA	1	0	0	0	0	4	0	0	0	2	0	0
Caust.v2_012414-RB	Caust.v2_012414	facilitated trehalose transporter tret1-like	28	6	16	21	14	9	10	20	19	15	19	9
Caust.v2_012414-RB	Caust.v2_012414	facilitated trehalose transporter tret1-like	2259	761	1677	879	1316	975	633	1313	1554	1285	1997	944
Caust.v2_012414-RA	Caust.v2_012414	facilitated trehalose transporter tret1-like	6	2	2	4	1	1	1	3	6	7	1	0
Caust.v2_012415-RA	Caust.v2_012415	glutamate receptor isoform b	2	1	2	1	0	5	3	4	1	1	3	0
Caust.v2_012416-RA	Caust.v2_012416	NA	2	0	0	0	0	0	1	0	2	0	0	0
Caust.v2_012417-RA	Caust.v2_012417	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012418-RA	Caust.v2_012418	glutamate receptor 1	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_012419-RA	Caust.v2_012419	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012420-RA	Caust.v2_012420	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012421-RA	Caust.v2_012421	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012422-RA	Caust.v2_012422	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012423-RA	Caust.v2_012423	NA	0	0	0	1	0	1	0	0	0	2	0	0
Caust.v2_012424-RA	Caust.v2_012424	general transcription factor iie subunit 2-like	720	677	734	749	580	575	713	821	602	508	600	873
Caust.v2_012425-RA	Caust.v2_012425	tyrosine 3-monooxygenase	516	2971	696	3875	1161	1392	1102	2802	2989	2755	1674	617
Caust.v2_012426-RA	Caust.v2_012426	NA	0	0	0	2	0	0	0	1	0	1	1	0
Caust.v2_012427-RA	Caust.v2_012427	NA	5	44	2	42	12	21	13	30	20	44	10	5
Caust.v2_012428-RA	Caust.v2_012428	NA	1	0	2	0	0	0	0	1	0	0	0	0
Caust.v2_012429-RA	Caust.v2_012429	NA	1	3	2	3	1	4	1	0	3	3	2	2
Caust.v2_012430-RA	Caust.v2_012430	NA	63	61	56	133	73	76	29	69	81	64	68	61
Caust.v2_012431-RA	Caust.v2_012431	protein dead ringer-like isoform x1	222	90	145	137	84	171	141	254	151	159	93	191
Caust.v2_012432-RA	Caust.v2_012432	protein dead ringer-like isoform x1	307	139	176	202	118	256	204	280	140	218	123	227
Caust.v2_012433-RA	Caust.v2_012433	adenosine deaminase-like protein	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012434-RC	Caust.v2_012434	protein kish-a-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012435-RA	Caust.v2_012435	 	674	312	562	242	455	225	164	371	282	320	327	149
Caust.v2_012436-RA	Caust.v2_012436	NA	27	7	10	7	9	9	13	26	52	27	16	11
Caust.v2_012437-RA	Caust.v2_012437	NA	14	14	7	12	4	13	5	18	32	4	13	2
Caust.v2_012438-RA	Caust.v2_012438	odorant-binding protein a10	399	856	1028	597	471	429	233	506	717	557	454	259
Caust.v2_012439-RA	Caust.v2_012439	protein pygopus	3959	2430	3182	3017	2467	2487	2420	2961	2004	2849	2378	2937
Caust.v2_012440-RA	Caust.v2_012440	ero1-like protein	506	410	344	340	478	319	235	317	249	234	360	294
Caust.v2_012441-RC	Caust.v2_012441	cullin-5	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012441-RB	Caust.v2_012441	cullin-5	6	7	8	5	11	2	3	8	4	2	9	4
Caust.v2_012441-RA	Caust.v2_012441	cullin-5	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012441-RC	Caust.v2_012441	cullin-5	620	514	645	564	519	563	702	745	497	453	535	1148
Caust.v2_012441-RC	Caust.v2_012441	cullin-5	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012442-RB	Caust.v2_012442	protein sarah	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012442-RC	Caust.v2_012442	protein sarah	13	3	10	10	3	6	6	7	1	5	5	6
Caust.v2_012442-RB	Caust.v2_012442	protein sarah	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012442-RA	Caust.v2_012442	protein sarah	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012442-RB	Caust.v2_012442	protein sarah	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012443-RA	Caust.v2_012443	tubulin polyglutamylase ttll6	659	203	360	229	395	152	38	155	154	159	204	27
Caust.v2_012444-RA	Caust.v2_012444	d-aspartate oxidase-like	1042	628	983	509	1113	774	133	446	470	586	509	207
Caust.v2_012445-RA	Caust.v2_012445	ero1-like protein	747	787	925	1005	653	568	649	1206	595	633	796	819
Caust.v2_012446-RA	Caust.v2_012446	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012447-RC	Caust.v2_012447	cap-specific mrna (nucleoside-2 -o-)-methyltransferase 1-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012447-RC	Caust.v2_012447	cap-specific mrna (nucleoside-2 -o-)-methyltransferase 1-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012447-RA	Caust.v2_012447	cap-specific mrna (nucleoside-2 -o-)-methyltransferase 1-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012447-RC	Caust.v2_012447	cap-specific mrna (nucleoside-2 -o-)-methyltransferase 1-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012447-RB	Caust.v2_012447	cap-specific mrna (nucleoside-2 -o-)-methyltransferase 1-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012447-RC	Caust.v2_012447	cap-specific mrna (nucleoside-2 -o-)-methyltransferase 1-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012448-RA	Caust.v2_012448	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012449-RA	Caust.v2_012449	probable atp-dependent rna helicase ddx17-like	50122	25947	35444	53024	21332	44214	55190	67900	25419	52887	30798	74508
Caust.v2_012450-RA	Caust.v2_012450	NA	11	8	17	41	6	22	25	16	18	26	12	11
Caust.v2_012451-RA	Caust.v2_012451	NA	2465	4902	1564	9045	1633	6387	4026	10916	10075	11751	2689	4369
Caust.v2_012452-RB	Caust.v2_012452	gtp-binding protein 2	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012452-RA	Caust.v2_012452	gtp-binding protein 2	926	1411	978	1301	843	842	867	865	1007	949	981	724
Caust.v2_012452-RA	Caust.v2_012452	gtp-binding protein 2	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012453-RD	Caust.v2_012453	 	4	3	0	1	0	7	1	1	1	1	2	0
Caust.v2_012453-RA	Caust.v2_012453	 	454	285	257	336	179	296	373	446	274	257	266	602
Caust.v2_012453-RC	Caust.v2_012453	 	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012453-RA	Caust.v2_012453	 	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012453-RB	Caust.v2_012453	 	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012453-RE	Caust.v2_012453	 	4	7	0	4	1	1	1	3	6	0	0	0
Caust.v2_012453-RA	Caust.v2_012453	 	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012453-RA	Caust.v2_012453	 	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012454-RA	Caust.v2_012454	NA	1571	3956	3633	2305	2797	1614	1268	1646	2123	1501	2502	762
Caust.v2_012455-RA	Caust.v2_012455	uncharacterized protein loc102677339	0	0	0	0	1	0	0	5	0	0	0	0
Caust.v2_012456-RA	Caust.v2_012456	NA	1546	1449	1529	1326	1122	1117	1216	1240	1312	926	1019	1233
Caust.v2_012457-RA	Caust.v2_012457	 	53605	103523	131023	115966	94542	28374	50191	61225	43938	38830	58613	33612
Caust.v2_012458-RA	Caust.v2_012458	NA	0	1	1	0	2	0	1	0	1	1	1	0
Caust.v2_012459-RA	Caust.v2_012459	NA	4	4	2	16	5	4	12	32	8	4	12	3
Caust.v2_012460-RA	Caust.v2_012460	NA	2	2	1	2	2	0	0	4	1	0	0	0
Caust.v2_012461-RA	Caust.v2_012461	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012462-RA	Caust.v2_012462	transcription elongation factor spt5-like isoform x1	1391	1428	1205	1710	1128	1136	1440	1776	1206	1314	1376	1615
Caust.v2_012463-RA	Caust.v2_012463	NA	251	151	188	186	153	171	182	206	139	146	159	236
Caust.v2_012464-RA	Caust.v2_012464	4-aminobutyrate mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012464-RB	Caust.v2_012464	4-aminobutyrate mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012464-RB	Caust.v2_012464	4-aminobutyrate mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012465-RA	Caust.v2_012465	uncharacterized protein loc100118714	562	770	816	1045	1031	755	546	848	1147	567	967	413
Caust.v2_012466-RA	Caust.v2_012466	regulator of g-protein signaling 7	519	915	934	1368	1078	632	435	711	972	822	951	338
Caust.v2_012467-RA	Caust.v2_012467	NA	5	14	11	17	15	5	13	11	8	20	24	4
Caust.v2_012468-RA	Caust.v2_012468	mical-like protein 2	624	440	394	517	370	470	669	721	542	488	493	1009
Caust.v2_012469-RA	Caust.v2_012469	mical-like protein 2	1026	603	642	751	579	931	856	1316	662	717	647	1179
Caust.v2_012470-RA	Caust.v2_012470	dynein heavy chain axonemal	19	50	18	76	27	21	80	76	49	38	47	52
Caust.v2_012471-RA	Caust.v2_012471	mitotic-spindle organizing protein 1	609	311	478	429	355	530	790	873	449	490	417	941
Caust.v2_012472-RA	Caust.v2_012472	atrial natriuretic peptide receptor 1-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012473-RA	Caust.v2_012473	NA	139	76	135	79	77	106	96	75	120	92	101	86
Caust.v2_012474-RA	Caust.v2_012474	methylcrotonoyl- carboxylase beta mitochondrial-like	141	143	149	185	183	101	116	385	142	139	83	102
Caust.v2_012475-RA	Caust.v2_012475	NA	48	27	35	49	29	31	46	34	39	28	35	41
Caust.v2_012476-RA	Caust.v2_012476	NA	0	0	1	1	1	0	1	3	0	0	2	4
Caust.v2_012477-RA	Caust.v2_012477	NA	1	0	2	0	1	0	0	2	1	4	4	0
Caust.v2_012478-RA	Caust.v2_012478	NA	1	0	0	3	1	4	1	0	2	0	0	0
Caust.v2_012479-RA	Caust.v2_012479	transcription factor 12 isoform x13	9	22	8	40	15	4	8	24	8	23	28	7
Caust.v2_012480-RA	Caust.v2_012480	NA	0	0	0	0	1	1	0	2	0	1	0	0
Caust.v2_012481-RA	Caust.v2_012481	NA	0	0	1	0	1	2	0	1	5	1	2	1
Caust.v2_012482-RA	Caust.v2_012482	NA	1	4	1	7	0	2	1	6	2	2	1	7
Caust.v2_012483-RA	Caust.v2_012483	protein daughterless	2434	2664	2229	2452	2108	1869	1564	2094	2060	2160	1734	1675
Caust.v2_012484-RA	Caust.v2_012484	atp-binding cassette sub-family g member 1	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012485-RA	Caust.v2_012485	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012486-RB	Caust.v2_012486	ring finger protein 207-like	3	4	2	5	5	2	1	2	3	4	4	2
Caust.v2_012486-RB	Caust.v2_012486	ring finger protein 207-like	8	9	6	6	5	5	3	2	6	9	6	4
Caust.v2_012486-RE	Caust.v2_012486	ring finger protein 207-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012486-RD	Caust.v2_012486	ring finger protein 207-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012486-RB	Caust.v2_012486	ring finger protein 207-like	2	0	0	3	2	0	0	3	0	0	0	0
Caust.v2_012486-RA	Caust.v2_012486	ring finger protein 207-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012486-RE	Caust.v2_012486	ring finger protein 207-like	0	0	2	0	0	0	0	0	0	0	0	0
Caust.v2_012486-RB	Caust.v2_012486	ring finger protein 207-like	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012487-RA	Caust.v2_012487	NA	979	632	771	950	580	708	753	961	780	685	620	875
Caust.v2_012488-RA	Caust.v2_012488	NA	3	11	2	1	5	4	1	3	7	1	7	2
Caust.v2_012489-RA	Caust.v2_012489	NA	3	3	3	0	3	1	1	5	5	5	7	10
Caust.v2_012490-RA	Caust.v2_012490	NA	2	0	0	0	2	1	2	1	8	0	1	1
Caust.v2_012491-RA	Caust.v2_012491	NA	2	0	0	3	3	0	0	2	1	0	0	0
Caust.v2_012492-RA	Caust.v2_012492	NA	0	0	0	0	0	0	0	0	1	0	1	0
Caust.v2_012493-RA	Caust.v2_012493	NA	0	0	0	0	0	0	0	0	2	0	0	0
Caust.v2_012494-RA	Caust.v2_012494	NA	0	0	0	0	0	0	0	1	2	0	0	0
Caust.v2_012495-RA	Caust.v2_012495	 	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012496-RA	Caust.v2_012496	NA	0	0	0	0	0	0	0	1	1	0	0	0
Caust.v2_012497-RB	Caust.v2_012497	NA	0	0	0	0	0	0	0	0	1	0	0	0
Caust.v2_012497-RA	Caust.v2_012497	NA	0	1	0	2	6	2	0	0	1	2	0	0
Caust.v2_012498-RA	Caust.v2_012498	NA	23	2	5	0	18	6	0	3	10	0	1	1
Caust.v2_012499-RA	Caust.v2_012499	NA	3	0	0	1	4	3	0	1	5	1	0	0
Caust.v2_012500-RA	Caust.v2_012500	rna-binding protein musashi like protein 2	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012501-RA	Caust.v2_012501	NA	0	0	1	0	0	0	0	0	1	1	1	1
Caust.v2_012502-RA	Caust.v2_012502	NA	0	0	0	0	0	0	0	0	0	1	1	0
Caust.v2_012503-RA	Caust.v2_012503	NA	3	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012504-RA	Caust.v2_012504	NA	0	0	0	0	0	0	0	0	4	0	0	0
Caust.v2_012505-RA	Caust.v2_012505	NA	0	0	0	0	0	1	0	1	4	0	1	0
Caust.v2_012506-RA	Caust.v2_012506	NA	0	1	0	0	0	0	0	0	0	1	1	2
Caust.v2_012507-RA	Caust.v2_012507	NA	0	0	0	0	0	0	0	0	3	0	0	0
Caust.v2_012508-RA	Caust.v2_012508	NA	0	0	0	0	0	0	0	2	0	0	0	0
Caust.v2_012509-RA	Caust.v2_012509	NA	0	0	0	0	0	0	0	0	2	0	2	0
Caust.v2_012510-RA	Caust.v2_012510	rna-binding protein musashi homolog rbp6-like	12	10	7	9	5	14	13	27	20	11	2	15
Caust.v2_012511-RA	Caust.v2_012511	NA	0	0	0	0	0	0	1	0	0	0	0	0
Caust.v2_012512-RA	Caust.v2_012512	NA	1	1	0	0	1	0	1	0	0	0	3	0
Caust.v2_012513-RA	Caust.v2_012513	NA	8	5	3	8	8	9	12	13	8	0	7	4
Caust.v2_012514-RA	Caust.v2_012514	NA	0	0	0	0	0	5	0	1	1	0	0	1
Caust.v2_012515-RA	Caust.v2_012515	NA	57	17	13	29	20	37	22	38	26	16	26	55
Caust.v2_012516-RA	Caust.v2_012516	NA	302	174	208	223	125	181	117	201	215	190	171	155
Caust.v2_012517-RA	Caust.v2_012517	charged multivesicular body protein 6-like	1	3	1	2	0	0	2	1	0	0	1	4
Caust.v2_012518-RA	Caust.v2_012518	NA	0	1	0	0	0	0	0	2	0	0	1	0
Caust.v2_012519-RA	Caust.v2_012519	uncharacterized protein loc100578849 isoform x2	877	632	789	824	509	654	721	926	539	585	686	1200
Caust.v2_012520-RB	Caust.v2_012520	ras-related gtp-binding protein d	2	3	7	16	4	3	7	6	2	6	6	7
Caust.v2_012520-RA	Caust.v2_012520	ras-related gtp-binding protein d	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012520-RA	Caust.v2_012520	ras-related gtp-binding protein d	1041	982	1173	1114	944	949	1027	936	983	876	1053	1144
Caust.v2_012521-RA	Caust.v2_012521	gamma-tubulin complex component 5-like	663	381	546	428	345	445	738	679	338	445	449	587
Caust.v2_012522-RA	Caust.v2_012522	protein disulfide-isomerase a6	1147	1248	1586	1578	1177	1398	2005	2109	1119	1190	1534	2611
Caust.v2_012523-RA	Caust.v2_012523	pseudouridine-5 -monophosphatase-like	1170	1008	1264	1270	951	931	882	1250	1015	939	1170	977
Caust.v2_012524-RA	Caust.v2_012524	dna polymerase alpha catalytic subunit-like	1853	1004	1555	1376	928	1553	1888	1929	1216	1272	1198	2812
Caust.v2_012525-RA	Caust.v2_012525	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012526-RA	Caust.v2_012526	NA	608	492	652	711	485	505	589	723	477	503	520	567
Caust.v2_012527-RA	Caust.v2_012527	sodium-dependent phosphate transporter 2-like	92	69	74	74	80	86	74	107	88	63	85	120
Caust.v2_012528-RA	Caust.v2_012528	cytochrome b-c1 complex subunit 7-like	5312	3616	4784	4303	3369	5808	4624	6461	5008	3938	3626	5581
Caust.v2_012529-RA	Caust.v2_012529	polyadenylate-binding protein 1-like isoform 3	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012530-RA	Caust.v2_012530	polyadenylate-binding protein 1	64733	44508	56420	53600	36584	61979	59829	77382	46629	50669	45825	71666
Caust.v2_012531-RA	Caust.v2_012531	adenylate cyclase type 8-like	2364	1221	1521	1577	1139	1501	1806	2127	1460	1510	1486	3089
Caust.v2_012532-RA	Caust.v2_012532	lysine-specific demethylase 6a-like	76	42	58	98	39	54	50	83	57	57	50	75
Caust.v2_012533-RA	Caust.v2_012533	papilin-like isoform x3	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012534-RA	Caust.v2_012534	two pore potassium channel protein sup-9	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012535-RA	Caust.v2_012535	NA	1	0	0	0	0	0	0	0	0	0	0	1
Caust.v2_012536-RA	Caust.v2_012536	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012537-RA	Caust.v2_012537	NA	0	0	1	1	0	0	0	0	0	0	0	0
Caust.v2_012538-RA	Caust.v2_012538	NA	1	0	2	1	0	0	2	0	4	0	0	0
Caust.v2_012539-RA	Caust.v2_012539	NA	0	1	0	0	1	0	0	0	1	0	2	1
Caust.v2_012540-RA	Caust.v2_012540	adenosine receptor a2b	41	56	56	62	53	24	18	25	59	56	47	37
Caust.v2_012541-RA	Caust.v2_012541	enolase-phosphatase e1	3097	997	1852	1892	796	2476	3828	3867	2063	1796	1923	7650
Caust.v2_012542-RA	Caust.v2_012542	NA	0	0	0	2	0	0	0	1	0	0	0	0
Caust.v2_012543-RC	Caust.v2_012543	NA	0	1	0	0	3	0	1	0	0	0	0	0
Caust.v2_012543-RB	Caust.v2_012543	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012543-RA	Caust.v2_012543	NA	0	2	5	0	0	0	2	3	1	6	6	2
Caust.v2_012543-RA	Caust.v2_012543	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012543-RA	Caust.v2_012543	NA	0	0	0	0	0	0	0	0	0	0	0	0
Caust.v2_012543-RA	Caust.v2_012543	NA	3	5	5	3	2	3	2	1	6	5	5	0
Caust.v2_012544-RA	Caust.v2_012544	NA	5	3	6	6	6	6	1	2	3	2	6	1
