GeneInfo	AM_N_056	AM_N_068	AM_N_072	AM_P_053	AM_P_057	AM_P_061	AM_SL_050	AM_SL_054	AM_SL_058	AM_SM_051	AM_SM_059	AM_SM_075
rna-XM_026442820.1	2	0	4	0	2	1	0	0	0	2	0	0
rna-XM_026442821.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016913943.2	2422	1418	654	2406	733	4852	2269	2221	3204	3938	2674	3215
rna-XR_001704198.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_001704197.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914096.2	61	56	30	76	44	115	36	57	33	102	124	76
rna-XM_016914091.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914092.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914093.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914094.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914095.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914089.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_392523.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443065.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914090.2	0	0	2	2	1	0	0	0	0	0	0	0
rna-XM_006567455.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567457.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567453.3	351	194	214	259	162	273	201	251	220	222	275	352
rna-NM_001098229.1	91	311	153	112	168	499	207	176	65	526	348	84
rna-NM_001098224.2	408	1021	698	779	627	1899	845	757	346	1573	662	316
rna-XM_392521.7	3776	1129	1239	1752	610	1668	782	1603	816	1990	1055	1858
rna-XR_003305357.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442860.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442861.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442863.1	0	0	0	0	1	0	2	3	1	4	2	3
rna-XM_026442858.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442859.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442864.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442866.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442867.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442869.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442865.1	6	9	0	5	3	11	3	3	3	7	14	7
rna-XM_026442870.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442868.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016913990.2	835	585	589	861	367	788	596	628	649	895	707	1144
rna-XM_006567451.3	494	420	371	423	387	538	550	560	404	606	724	661
rna-XM_625067.6	237	94	125	118	97	172	86	182	113	178	144	285
rna-XM_006567446.3	1772	647	767	1268	714	1508	883	1761	1155	1843	1452	2535
rna-XM_006567448.3	7	1	7	10	0	1	0	2	4	4	0	3
rna-XM_026442871.1	9	6	8	12	2	5	5	9	8	13	7	17
rna-XM_003250988.4	1924	1094	856	1866	1289	3013	2358	2727	2667	2940	2054	2554
rna-XR_003305319.1	286	105	128	286	100	252	134	174	179	291	113	278
rna-XR_003305320.1	11	24	13	30	7	12	18	16	19	13	19	30
rna-XR_003305318.1	482	509	218	519	157	443	500	425	359	621	239	471
rna-XR_410901.3	4	2	1	1	0	1	0	0	0	0	2	1
rna-XM_006567441.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567440.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567438.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914087.2	1	0	2	0	0	0	0	0	0	0	0	1
rna-XM_026443054.1	17	0	1	1	2	2	1	5	3	2	2	17
rna-XM_026442968.1	330	74	82	147	55	130	85	143	131	137	111	207
rna-XM_001122104.4	18	2	6	10	4	16	7	13	7	14	13	26
rna-XM_006567443.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567445.3	73	20	41	56	23	103	33	76	51	101	47	80
rna-XM_625018.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567444.3	14	8	10	11	8	15	10	17	16	15	15	9
rna-XM_006567436.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_392520.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914008.2	0	0	1	0	0	0	0	0	0	0	0	0
rna-XM_006567437.3	0	0	0	0	0	1	0	0	0	0	0	0
rna-XM_394773.7	1599	1009	1023	1238	889	1395	900	1466	1041	1468	1679	1756
rna-XM_006567426.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567427.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442975.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_394963.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914009.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914012.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442978.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442976.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442977.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914010.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567430.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567431.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567428.3	3	4	3	10	1	27	6	5	3	16	19	4
rna-XM_016914011.2	3	0	0	1	1	0	0	1	0	2	1	2
rna-XR_001704247.2	61	15	24	34	12	40	26	32	30	30	21	76
rna-XM_006567424.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003250985.4	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003250986.4	0	0	0	0	0	0	0	0	1	1	1	1
rna-XM_026442979.1	3	0	0	5	3	2	0	1	0	2	2	2
rna-XM_006567433.3	192	83	102	209	53	198	98	105	162	165	87	292
rna-XM_016917739.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006572634.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914040.2	7	2	0	6	7	2	4	6	2	9	3	7
rna-XM_016914041.2	8	2	7	7	5	2	3	1	4	4	1	3
rna-XM_394964.7	277	145	173	250	125	308	161	192	223	249	280	363
rna-XM_624937.5	3	5	5	1	1	0	2	1	3	2	0	3
rna-XM_006567420.3	2	4	1	0	0	0	3	0	0	1	2	1
rna-XM_006567418.3	3	0	2	0	0	0	0	0	2	0	0	0
rna-XM_016914038.2	0	0	0	2	0	0	2	1	2	6	0	1
rna-XM_006567417.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001122362.4	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443053.1	529	453	266	416	299	719	362	569	423	748	614	720
rna-XM_624890.5	1	0	0	3	3	2	3	3	5	3	3	3
rna-XM_006567415.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_623492.6	2210	1358	947	1181	672	1888	1366	1529	1491	1613	1232	2125
rna-XM_016914035.2	3	9	5	5	1	16	7	3	7	8	17	17
rna-XM_623655.6	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567412.3	0	0	0	2	0	1	0	0	0	0	0	0
rna-XR_003305371.1	75	40	44	71	35	78	42	76	68	74	42	120
rna-XM_624874.5	2	1	2	2	0	2	4	5	4	2	2	0
rna-XM_624860.5	381	155	133	201	68	189	109	180	159	220	144	296
rna-XM_393499.7	155	98	74	81	32	74	85	66	106	81	61	99
rna-XM_006567411.1	49	21	10	25	14	34	30	19	30	30	34	53
rna-XM_006567583.3	28	21	10	15	7	16	27	16	16	41	19	35
rna-XM_006567406.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567407.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567405.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914155.2	0	0	0	2	0	0	0	0	0	0	2	0
rna-XM_016914157.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914192.2	475	270	184	354	155	378	273	271	331	400	294	534
rna-XM_006567404.3	8603	4477	6402	4401	3891	4937	4616	4309	3748	5150	8998	4339
rna-XM_026442937.1	631	353	375	442	332	590	407	555	372	568	637	686
rna-XM_006567400.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567401.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567403.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442936.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001134371.1	508	206	186	308	120	354	232	273	317	327	231	469
rna-XM_625281.6	336	211	203	199	156	339	199	195	211	297	230	443
rna-XR_410900.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305338.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_392710.6	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016913957.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567398.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305321.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305325.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305323.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305327.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305322.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305326.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305324.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305328.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567391.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567397.3	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC113218986	44	48	38	44	33	61	66	35	30	44	53	56
rna-XM_006567389.3	3642	3072	2295	4352	2338	5565	3747	3690	2932	5022	5691	4277
rna-XM_016914151.2	1	1	0	0	0	1	0	0	0	1	1	0
rna-XM_016914150.2	1	0	0	3	0	5	0	0	1	0	0	0
rna-XR_003305317.1	3	1	1	3	2	1	3	0	2	2	1	0
rna-XM_026442744.1	0	0	0	1	0	0	0	4	0	0	1	0
rna-XM_026442743.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003250979.4	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442745.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442746.1	3	4	1	1	3	0	0	0	1	2	1	0
rna-XM_003251017.4	775	229	276	422	222	338	257	426	272	241	181	477
rna-NM_001242989.1	69	17	41	43	23	23	28	77	26	43	33	59
rna-XM_003251016.4	6	0	2	8	2	0	2	4	3	4	3	8
rna-XM_392518.7	2927	1273	1443	2554	835	3021	1417	2306	1348	2517	1609	2989
rna-XM_006567323.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001039968.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442596.1	0	1	0	0	0	0	1	0	0	0	0	2
rna-XM_394772.6	70	30	40	49	20	42	25	42	23	22	39	65
rna-XR_003305363.1	57	17	20	23	9	23	22	19	31	24	8	21
rna-XR_003305362.1	3	0	1	1	1	1	1	0	0	1	1	6
rna-XM_026443028.1	0	0	0	0	0	0	0	0	0	1	0	0
rna-XM_394771.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443029.1	21	1	5	12	8	7	10	13	5	5	10	10
rna-XM_026443030.1	0	1	0	2	0	0	0	0	0	2	0	0
rna-XM_006567383.3	0	0	0	2	0	3	1	0	2	2	3	2
rna-XM_001122651.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442831.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016913859.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001164810.1	340	154	173	306	114	269	114	242	154	278	173	416
rna-NM_001164809.1	3	0	1	2	2	0	1	2	1	1	0	1
rna-XM_026442763.1	4	5	4	12	1	7	3	6	3	10	2	3
rna-XR_003305350.1	58	26	27	57	16	63	29	37	23	21	27	45
rna-XM_394770.7	463	458	264	250	383	473	221	333	183	226	317	236
rna-XR_003305368.1	176	49	72	159	30	130	61	105	92	131	64	189
rna-XR_003305367.1	37	14	15	33	17	23	19	14	16	24	22	22
rna-XM_006567379.3	12	9	6	9	9	18	18	9	7	13	15	14
rna-XM_392515.7	14	6	5	12	4	11	5	13	8	4	13	14
rna-XM_006567377.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567378.3	566	261	267	453	257	522	369	583	383	707	534	758
rna-XM_006567376.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001120892.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567375.1	0	0	0	0	0	0	3	0	0	3	1	0
rna-XM_016914118.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003251024.4	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_392513.7	6	0	3	0	6	1	0	1	1	3	2	0
rna-XM_392512.7	1126	443	472	739	381	701	421	715	646	622	669	1373
rna-XM_394769.7	2447	1858	1289	1533	1179	2787	1840	2089	1973	2671	2360	3016
rna-XM_394768.7	57	19	26	47	18	27	24	18	17	49	26	46
rna-XM_394767.7	978	445	465	590	316	710	463	631	607	709	600	1086
rna-XM_392511.7	468	177	198	251	163	313	143	479	198	380	382	456
rna-XM_006567374.3	37	16	18	13	14	22	17	24	17	15	27	25
rna-XM_026442969.1	46	40	16	20	16	52	47	114	37	53	62	40
rna-XM_006567371.3	66	45	33	51	45	96	65	80	43	89	123	78
rna-XM_026443005.1	1	0	0	0	0	1	0	0	0	1	1	0
rna-XM_006567368.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567367.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443004.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001122705.5	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443006.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567370.3	3	2	3	4	1	1	2	4	3	1	3	2
rna-XM_026442993.1	0	0	0	0	0	0	0	1	0	1	0	0
rna-XM_026442992.1	5	0	0	0	0	0	0	0	0	0	0	1
rna-XM_026442994.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443001.1	0	0	0	0	0	1	0	0	0	0	0	1
rna-XM_026443002.1	0	0	0	0	1	1	0	0	0	1	0	0
rna-XM_026442999.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442991.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442990.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442998.1	24	10	19	11	15	9	6	17	2	6	18	16
rna-XM_026442997.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442995.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442996.1	1	0	1	3	2	10	2	2	2	1	3	5
rna-XM_026443003.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443000.1	13	15	5	6	13	35	11	20	8	17	33	11
rna-NM_001011588.1	42	12	27	42	4	23	12	22	7	64	17	30
rna-XM_026442593.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442594.1	2	1	0	8	0	1	0	0	0	0	0	0
rna-XM_006567320.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001011593.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001011591.1	0	0	0	160	0	1	1	0	0	0	0	2
rna-NM_001040220.1	23	2	5	22	3	1	1	5	15	22	1	36
rna-XM_006567332.3	1	0	1	1	0	1	0	0	0	3	1	0
rna-XM_026442623.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567333.3	4	1	0	7	1	11	1	11	4	13	12	2
rna-NM_001040221.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001011589.1	1291	275	353	727	191	372	226	811	277	994	206	836
rna-XM_026443027.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_003251023.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_394765.7	2972	1049	1553	1675	882	1627	940	1876	1964	1511	2204	2492
rna-XM_026443011.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443014.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443012.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443015.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443017.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443020.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443021.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443018.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443025.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443022.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567363.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443024.1	1	1	0	0	0	0	0	1	0	0	0	0
rna-XM_026443009.1	2	2	7	4	1	3	0	1	6	3	2	3
rna-XM_026443007.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443019.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443023.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443013.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443008.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443016.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016913901.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443010.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443026.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-NR_039446.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-Mir3754	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001120061.5	0	3	4	5	6	3	1	5	1	5	3	6
rna-XM_006567352.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305361.1	44	14	172	236	12	81	162	187	113	159	146	282
rna-XR_001704231.2	9	5	10	14	1	9	5	9	2	11	4	9
rna-XM_016913846.2	44	30	25	13	15	12	20	5	14	11	35	27
rna-XM_006567329.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567325.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016913845.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567328.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567326.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567327.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442621.1	1	1	0	1	0	1	0	2	0	0	1	2
rna-NM_001040265.1	6	1	2	6	0	2	1	1	5	6	2	1
rna-XM_395013.7	2067	1291	1138	1531	1054	2048	1318	1849	1412	2062	1887	2829
rna-XR_003305299.1	0	0	0	1	0	0	0	1	0	0	0	0
rna-XM_026442690.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442689.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016914170.2	2	0	0	0	0	0	0	0	0	0	2	0
rna-XM_006567351.3	45	24	29	53	16	49	62	51	52	58	39	66
rna-XM_006567350.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442784.1	22	10	9	22	4	3	22	30	18	21	6	31
rna-XM_016913983.2	8	1	0	1	0	0	0	0	0	2	0	1
rna-XM_016913981.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016913982.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016913986.2	1	0	0	2	0	0	0	0	0	0	1	1
rna-XM_016913987.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016913985.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016913984.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567335.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026442876.1	3	4	1	2	1	1	1	3	0	5	3	9
rna-XM_392880.7	1378	548	593	837	404	807	544	683	660	813	605	1308
rna-XM_006567337.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567336.3	2	3	2	1	1	1	0	1	0	0	1	1
rna-XM_006567338.2	353	161	166	246	105	225	161	241	213	286	178	405
rna-XM_006567340.3	0	0	0	0	0	2	0	0	3	0	0	0
rna-XM_623229.6	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006567341.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_395752.6	1147	742	660	895	547	1002	752	858	683	1040	932	1261
rna-XR_003306362.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306361.1	0	0	0	0	0	0	1	0	0	0	0	0
rna-XR_003306363.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306360.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306364.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306365.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026445944.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306366.1	0	1	1	0	0	0	1	27	1	6	3	0
gene-LOC113219338	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003306367.1	0	0	0	2	4	1	0	4	0	2	1	4
rna-XR_003306368.1	41	10	11	8	9	9	7	17	7	11	14	11
rna-XR_003306369.1	24	7	6	1	0	2	8	1	6	33	11	0
rna-XR_003305428.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305429.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305427.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305469.1	0	1	1	0	0	2	2	0	1	2	0	0
rna-XM_026443323.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006572049.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443325.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443321.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443326.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443322.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443327.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443324.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443328.1	3	1	1	3	0	0	2	2	0	4	0	3
rna-XR_003305426.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006571819.3	0	0	0	0	1	0	0	1	4	0	2	0
rna-XM_625056.6	5	1	0	1	0	1	0	3	0	2	1	2
rna-XM_006572269.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443338.1	80	25	31	46	21	57	46	33	40	49	47	77
rna-XM_026443337.1	1100	513	493	740	419	686	570	759	621	914	707	1193
rna-XM_006572273.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006572274.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006572275.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006572272.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443336.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443334.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_623807.5	1143	426	560	906	417	821	494	780	663	940	629	1290
rna-XM_397424.7	897	445	429	624	335	730	423	766	662	834	735	1145
rna-XM_623750.6	1498	375	471	669	461	738	445	1995	698	926	766	1291
rna-XM_001122972.5	650	320	284	470	260	561	312	513	412	650	490	725
rna-XM_006572192.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006572191.3	27	9	13	16	5	20	6	20	12	18	22	23
rna-XM_003251854.4	0	0	0	0	0	0	0	0	0	1	0	0
rna-XM_016917436.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443191.1	108	52	72	61	59	79	40	123	57	83	89	116
rna-XM_026443190.1	69	37	59	42	23	61	24	86	42	51	39	67
rna-XM_395122.5	763	328	372	632	247	606	374	442	440	576	363	872
rna-XM_026443517.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443518.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443519.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443520.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443523.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443521.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443522.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443524.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443525.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443526.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443516.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-NM_001011605.1	951	545	530	489	216	421	368	423	523	518	213	798
rna-XM_026443211.1	1280	900	559	637	486	1231	799	890	782	1372	1053	1252
rna-XM_026443210.1	493	326	282	390	268	552	324	378	353	429	417	603
rna-XM_026443290.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443289.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443288.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443287.1	891	528	445	643	367	721	586	696	528	751	648	944
rna-XM_026443297.1	722	477	391	581	368	656	483	593	473	814	643	836
rna-XM_026443169.1	3438	477	453	3016	707	1438	490	1357	840	2908	774	3205
rna-XM_026443168.1	0	0	0	0	0	0	0	0	0	0	0	1
rna-XM_624381.6	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016917369.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_006572075.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016917370.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_624335.6	569	218	226	299	171	340	262	265	290	357	262	450
rna-XM_016917368.2	1997	1004	940	1366	714	1452	1008	1343	1013	1842	1300	2181
rna-TRNAM-CAU-7	2	0	0	0	0	0	0	1	1	0	2	3
rna-XM_026443339.1	763	399	388	637	327	650	453	731	595	729	654	975
rna-XM_006572072.3	122	52	49	68	51	98	65	84	55	122	89	152
rna-XM_006572073.3	1193	703	723	855	754	1239	757	1149	912	1229	1357	1623
rna-XM_016917366.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_016917365.2	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_001122985.4	662	365	327	504	222	593	310	465	349	473	482	677
rna-XM_001122979.5	0	0	0	0	0	1	0	0	3	0	0	0
rna-XM_006572068.3	0	0	0	0	0	1	0	0	0	0	0	0
rna-XM_026443491.1	139	79	72	102	74	98	110	105	82	107	86	130
rna-XM_026443490.1	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_026443489.1	3	1	3	1	3	2	1	6	2	2	3	0
rna-XM_003251823.4	0	0	0	0	0	0	1	0	0	0	0	0
rna-XM_001122971.5	1816	859	877	1344	615	1498	929	1163	1069	1575	1249	2111
rna-XM_026443492.1	223	118	125	104	91	246	119	130	74	209	302	252
rna-NM_001077818.1	0	0	0	1	0	0	0	0	0	0	0	0
rna-XM_006557261.3	943	589	555	756	394	501	682	821	726	711	742	971
rna-XM_006557262.3	0	0	0	0	1	0	0	0	0	2	1	0
rna-XM_006557264.3	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_396688.7	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_119736.4	0	0	0	0	0	0	0	0	0	0	0	0
rna-XR_003305490.1	0	0	0	0	0	0	0	0	0	0	0	0
