GeneInfo	GeneID	Gene_Desc	PL_N_1906	PL_N_1908	PL_N_1909	PL_P_1912	PL_P_1915	PL_P_1920	PL_SL_1926	PL_SL_1927	PL_SL_1930	PL_SM_1936	PL_SM_1939	PL_SM_1940
XM_014754256.1	LOC106789776	glycoprotein 3-alpha-L-fucosyltransferase A	0	0	2	0	0	0	0	0	0	1	0	0
XM_014754257.1	LOC106789776	glycoprotein 3-alpha-L-fucosyltransferase A	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754258.1	LOC106789778	uncharacterized LOC106789778	828	581	519	713	723	601	827	586	405	679	779	973
XM_014754259.1	LOC106789779	uncharacterized LOC106789779	622	652	659	496	526	355	616	505	304	266	1191	912
XM_014754260.1	LOC106789777	leucine-rich PPR motif-containing protein, mitochondrial-like	480	1057	309	505	490	621	580	617	730	392	494	575
XM_014754261.1	LOC106789780	uncharacterized LOC106789780	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754262.1	LOC106789780	uncharacterized LOC106789780	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754263.1	LOC106789781	U1 small nuclear ribonucleoprotein C	600	1146	586	673	580	810	704	886	974	625	584	659
XM_014754264.1	LOC106789782	alpha-soluble NSF attachment protein	1859	2592	1611	1873	1843	2056	1738	2271	2267	1458	1905	2068
XM_014754265.1	LOC106789783	glomulin-like	107	170	65	120	114	114	138	127	127	101	165	165
XM_014754266.1	LOC106789784	ubiquinone biosynthesis protein COQ9, mitochondrial	0	1	2	1	0	0	1	0	0	0	0	2
XM_014754267.1	LOC106789784	ubiquinone biosynthesis protein COQ9, mitochondrial	0	0	0	0	0	0	0	1	0	1	0	0
XM_014754268.1	LOC106789785	uncharacterized LOC106789785	4	1	6	10	5	7	9	7	3	4	11	15
XM_014754269.1	LOC106789787	dnaJ homolog subfamily B member 13-like	7	8	1	6	1	3	9	6	5	6	1	18
XM_014754270.1	LOC106789788	brachyury protein homolog 1	101	62	77	73	60	81	87	86	98	74	58	87
XM_014754271.1	LOC106789789	homeobox protein 6-like	18	7	4	27	6	16	17	7	7	28	15	15
XM_014754272.1	LOC106789786	zinc/cadmium resistance protein	247	152	328	289	150	193	461	143	103	209	333	192
XM_014754273.1	LOC106789791	protein alan shepard	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754274.1	LOC106789791	protein alan shepard	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754275.1	LOC106789791	protein alan shepard	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754276.1	LOC106789791	protein alan shepard	2	0	0	0	0	0	0	1	0	2	0	0
XM_014754277.1	LOC106789791	protein alan shepard	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754278.1	LOC106789791	protein alan shepard	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754279.1	LOC106789792	splicing factor U2af 38 kDa subunit-like	919	1785	878	1067	903	1282	1057	1221	1433	923	975	1175
XM_014754280.1	LOC106789796	eukaryotic translation initiation factor 4 gamma 3-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754281.1	LOC106789796	eukaryotic translation initiation factor 4 gamma 3-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754282.1	LOC106789796	eukaryotic translation initiation factor 4 gamma 3-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754283.1	LOC106789796	eukaryotic translation initiation factor 4 gamma 3-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754284.1	LOC106789796	eukaryotic translation initiation factor 4 gamma 3-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754285.1	LOC106789795	sex peptide receptor-like	197	184	128	138	158	177	190	253	141	167	163	226
XM_014754286.1	LOC106789796	eukaryotic translation initiation factor 4 gamma 3-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754287.1	LOC106789796	eukaryotic translation initiation factor 4 gamma 3-like	4	2	3	7	7	4	1	1	1	6	15	6
XM_014754288.1	LOC106789796	eukaryotic translation initiation factor 4 gamma 3-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754289.1	LOC106789798	nuclear pore complex protein DDB_G0274915-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754290.1	LOC106789798	nuclear pore complex protein DDB_G0274915-like	0	0	2	2	0	1	0	1	0	1	0	0
XM_014754291.1	LOC106789798	nuclear pore complex protein DDB_G0274915-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754292.1	LOC106789798	nuclear pore complex protein DDB_G0274915-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754293.1	LOC106789798	nuclear pore complex protein DDB_G0274915-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754294.1	LOC106789798	nuclear pore complex protein DDB_G0274915-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754295.1	LOC106789800	transcriptional repressor protein YY1-like	1570	3085	1167	1489	1499	2063	1487	1881	2094	1517	1799	1861
XM_014754296.1	LOC106789801	ATP-dependent RNA helicase WM6	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754297.1	LOC106789801	ATP-dependent RNA helicase WM6	64	114	44	113	72	99	79	103	93	105	91	97
XM_014754298.1	LOC106789799	DET1 homolog	3	5	2	2	3	1	2	6	3	7	2	2
XM_014754299.1	LOC106789802	U6 snRNA-associated Sm-like protein LSm4	332	575	256	388	307	358	372	373	369	290	306	389
XM_014754300.1	LOC106789803	myb-like protein Q	6	6	10	8	4	7	11	5	3	15	6	3
XM_014754301.1	LOC106789803	myb-like protein Q	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754302.1	LOC106789804	folliculin-interacting protein 2	919	795	602	881	859	820	1015	854	625	651	683	1833
XM_014754303.1	LOC106789805	E3 ubiquitin-protein ligase MARCH8	3	57	1	9	20	29	12	28	63	1	18	21
XM_014754304.1	LOC106789805	E3 ubiquitin-protein ligase MARCH8	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754305.1	LOC106789805	E3 ubiquitin-protein ligase MARCH8	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754306.1	LOC106789806	E3 ubiquitin-protein ligase RNF4-like	234	2139	102	299	618	869	354	708	1108	170	629	603
XM_014754307.1	LOC106789799	DET1 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754308.1	LOC106789807	ribosome biogenesis protein WDR12 homolog	517	1176	399	599	610	731	572	711	858	478	537	622
XM_014754309.1	LOC106789808	GTPase Era, mitochondrial	1	1	2	2	1	0	0	0	2	0	0	0
XM_014754310.1	LOC106789808	GTPase Era, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754311.1	LOC106789809	EF-hand domain-containing protein D2 homolog	0	0	0	0	0	0	0	0	0	0	0	2
XM_014754312.1	LOC106789809	EF-hand domain-containing protein D2 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754313.1	LOC106789810	dentin sialophosphoprotein-like	0	1	0	0	0	0	0	0	0	0	0	0
XM_014754314.1	LOC106789810	dentin sialophosphoprotein-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754315.1	LOC106789790	paramyosin-like	43	24	38	65	24	22	45	17	10	50	34	61
XM_014754316.1	LOC106789810	dentin sialophosphoprotein-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754317.1	LOC106789812	E3 ubiquitin-protein ligase parkin	392	600	291	396	391	437	376	437	485	402	427	472
XM_014754318.1	LOC106789813	ubiquitin-protein ligase E3A-like	176	118	95	127	103	89	155	109	70	108	191	173
XM_014754319.1	LOC106789811	claspin	230	330	116	344	162	134	324	118	160	166	285	319
XM_014754320.1	LOC106789814	chitotriosidase-1	17365	30646	19550	23851	15318	22665	17925	22071	20651	19512	18347	21063
XM_014754321.1	LOC106789815	doublesex- and mab-3-related transcription factor 1-like	448	527	282	357	454	520	227	482	419	502	374	442
XM_014754322.1	LOC106789816	probable serine/threonine-protein kinase clkA	91	96	43	74	64	67	56	81	63	99	84	90
XM_014754323.1	LOC106789817	adipocyte plasma membrane-associated protein-like	3010	3466	3448	3321	2969	2173	3670	1580	1967	1857	3192	4240
XM_014754324.1	LOC106789818	histone-lysine N-methyltransferase SETMAR-like	158	251	90	122	135	158	134	163	194	127	164	123
XM_014754325.1	LOC106789819	transmembrane protein 256-like	930	1449	980	903	841	1013	1005	1054	1240	849	897	913
XM_014754326.1	LOC106789820	facilitated trehalose transporter Tret1-like	153	45	136	238	147	73	217	170	78	74	179	227
XM_014754327.1	LOC106789822	39S ribosomal protein L54, mitochondrial	345	472	175	331	199	258	340	322	321	347	250	300
XM_014754328.1	LOC106789823	E3 ubiquitin-protein ligase TRIP12	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754329.1	LOC106789823	E3 ubiquitin-protein ligase TRIP12	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754330.1	LOC106789821	ras-related and estrogen-regulated growth inhibitor-like	5	12	11	9	6	8	7	10	10	2	28	17
XM_014754331.1	LOC106789823	E3 ubiquitin-protein ligase TRIP12	0	3	0	0	1	0	0	0	0	0	0	0
XM_014754332.1	LOC106789823	E3 ubiquitin-protein ligase TRIP12	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754333.1	LOC106789823	E3 ubiquitin-protein ligase TRIP12	14	6	9	12	14	8	17	17	6	7	7	24
XM_014754334.1	LOC106789823	E3 ubiquitin-protein ligase TRIP12	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754335.1	LOC106789823	E3 ubiquitin-protein ligase TRIP12	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754336.1	LOC106789824	membrane-bound transcription factor site-1 protease	1155	1561	911	1319	1132	1256	1012	1374	1340	937	1117	1129
XM_014754337.1	LOC106789825	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	4428	4102	3843	3570	3037	3885	3568	3857	3750	3775	3112	3642
XM_014754338.1	LOC106789826	proteasome activator complex subunit 4B-like	39	62	59	56	50	51	55	45	45	36	78	62
XM_014754339.1	LOC106789826	proteasome activator complex subunit 4B-like	0	2	0	0	0	0	0	0	0	2	0	0
XM_014754340.1	LOC106789821	ras-related and estrogen-regulated growth inhibitor-like	0	1	0	2	2	2	1	1	3	0	0	4
XM_014754341.1	LOC106789827	protein PF14_0175-like	198	832	109	229	207	304	204	334	475	183	308	400
XM_014754342.1	LOC106789828	ras-related protein Rab-1A	4733	5332	4684	4973	4080	4911	4799	5460	4615	3943	4701	5072
XM_014754343.1	LOC106789829	uncharacterized LOC106789829	318	322	188	238	216	195	273	234	231	304	230	263
XM_014754344.1	LOC106789830	intron-binding protein aquarius	35	9	6	24	23	15	52	8	7	46	58	63
XM_014754345.1	LOC106789830	intron-binding protein aquarius	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754346.1	LOC106789830	intron-binding protein aquarius	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754347.1	LOC106789831	probable G-protein coupled receptor Mth-like 5	452	354	381	378	350	361	317	410	382	412	368	370
XM_014754348.1	LOC106789832	G-protein coupled receptor Mth2-like	3438	3743	2888	4276	3102	3091	2865	4000	4134	1941	4034	4449
XM_014754349.1	LOC106789833	uncharacterized LOC106789833	475	1028	510	474	485	694	514	663	816	381	597	752
XM_014754350.1	LOC106789834	protein C3orf33	811	1176	760	739	722	789	889	771	919	727	711	848
XM_014754351.1	LOC106789835	transmembrane protein 131	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754352.1	LOC106789835	transmembrane protein 131	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754353.1	LOC106789836	transmembrane protein 245	400	618	274	389	426	486	376	568	552	321	339	402
XM_014754354.1	LOC106789837	cilia- and flagella-associated protein 97-like	80	177	38	63	98	74	72	100	105	74	77	92
XM_014754355.1	LOC106789839	uncharacterized LOC106789839	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754356.1	LOC106789839	uncharacterized LOC106789839	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754357.1	LOC106789840	alpha-mannosidase 2	822	1256	715	895	711	941	768	1027	923	702	931	958
XM_014754358.1	LOC106789841	uncharacterized LOC106789841	0	3	0	0	0	1	1	1	0	0	0	0
XM_014754359.1	LOC106789841	uncharacterized LOC106789841	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754360.1	LOC106789842	tat-linked quality control protein TatD	468	999	476	525	588	656	467	702	887	354	537	516
XM_014754361.1	LOC106789843	N-alpha-acetyltransferase 40	0	0	0	0	0	1	0	0	0	0	0	0
XM_014754362.1	LOC106789843	N-alpha-acetyltransferase 40	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754363.1	LOC106789844	polyadenylate-binding protein, cytoplasmic and nuclear-like	120	289	47	140	90	134	146	156	186	133	195	175
XM_014754364.1	LOC106789845	tight junction protein ZO-2	1	1	0	0	0	2	0	0	0	0	0	0
XM_014754365.1	LOC106789845	tight junction protein ZO-2	10	24	1	16	8	18	6	15	21	11	20	18
XM_014754366.1	LOC106789846	cyclin-A2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754367.1	LOC106789846	cyclin-A2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754368.1	LOC106789847	ubiquitin-protein ligase E3A	2518	1961	1383	2347	1731	1451	2098	1551	1310	2212	2125	2326
XM_014754369.1	LOC106789848	uncharacterized LOC106789848	0	0	0	1	0	1	0	0	2	1	0	0
XM_014754370.1	LOC106789848	uncharacterized LOC106789848	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754371.1	LOC106789850	mitochondrial Rho GTPase	4	3	2	2	1	1	1	2	2	2	1	3
XM_014754372.1	LOC106789850	mitochondrial Rho GTPase	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754373.1	LOC106789850	mitochondrial Rho GTPase	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754374.1	LOC106789849	uncharacterized LOC106789849	5900	3292	3722	4638	4578	3642	5032	3344	2775	5774	4019	4865
XM_014754375.1	LOC106789851	coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial	16746	23729	18630	15816	17918	21764	16527	21004	22484	16999	13765	14547
XM_014754376.1	LOC106789852	coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial-like	6	9	7	5	7	8	12	4	5	10	3	11
XM_014754377.1	LOC106789853	N-acetyltransferase 10	548	1745	318	683	839	971	777	1031	1234	512	869	1046
XM_014754378.1	LOC106789854	nuclear fragile X mental retardation-interacting protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754379.1	LOC106789854	nuclear fragile X mental retardation-interacting protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754380.1	LOC106789854	nuclear fragile X mental retardation-interacting protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754381.1	LOC106789855	chaoptin-like	248	188	190	243	143	207	230	236	144	198	206	324
XM_014754382.1	LOC106789857	chromatin-remodeling complex ATPase chain Iswi-like	591	1682	382	714	711	904	717	911	1108	509	837	808
XM_014754383.1	LOC106789858	putative homeodomain transcription factor	344	443	305	435	342	338	422	416	370	292	439	618
XM_014754384.1	LOC106789859	putative GPI-anchor transamidase	569	811	406	515	524	611	590	597	712	528	485	601
XM_014754385.1	LOC106789856	uncharacterized LOC106789856	455	570	424	436	395	442	512	452	490	490	404	427
XM_014754386.1	LOC106789860	lysophospholipid acyltransferase 1	2590	3700	3065	2152	3409	3209	2441	3004	2716	1404	1862	2895
XM_014754387.1	LOC106789861	general transcription factor 3C polypeptide 3	302	523	153	308	233	351	274	315	368	246	253	351
XM_014754388.1	LOC106789862	tubulin polyglutamylase TTLL6	40	941	15	109	214	441	152	373	662	31	276	338
XM_014754389.1	LOC106789863	tRNA-specific adenosine deaminase 2-like	59	89	44	65	65	90	70	80	101	60	65	72
XM_014754390.1	LOC106789863	tRNA-specific adenosine deaminase 2-like	28	66	18	39	38	62	20	50	60	33	24	36
XM_014754391.1	LOC106789864	40S ribosomal protein S29	2101	3388	1739	2187	1721	2351	2019	2066	2661	2240	1567	1667
XM_014754392.1	LOC106789865	beta-mannosidase-like	305	324	179	192	201	210	191	238	196	229	244	246
XM_014754393.1	LOC106789866	leucine-rich repeat-containing protein 49	109	344	28	129	139	164	98	192	259	70	142	117
XM_014754394.1	LOC106789870	DNA ligase 4	228	343	161	278	233	296	334	316	254	202	271	278
XM_014754395.1	LOC106789871	probable ATP-dependent RNA helicase DDX43	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754396.1	LOC106789868	dynein heavy chain 7, axonemal	1	1	1	0	2	0	1	1	0	1	0	3
XM_014754397.1	LOC106789871	probable ATP-dependent RNA helicase DDX43	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754398.1	LOC106789872	proteasome subunit alpha type-4	2457	3768	2582	2355	2160	3060	2620	2757	3446	2194	2360	2703
XM_014754399.1	LOC106789873	beta-mannosidase-like	2	2	0	1	4	1	2	2	0	0	3	1
XM_014754400.1	LOC106789874	uncharacterized LOC106789874	24	21	6	12	13	15	34	11	9	19	21	26
XM_014754401.1	LOC106789875	metallophosphoesterase 1	80	228	91	113	119	145	116	139	157	75	128	121
XM_014754402.1	LOC106789876	uroporphyrinogen decarboxylase	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754403.1	LOC106789876	uroporphyrinogen decarboxylase	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754404.1	LOC106789877	DNA polymerase beta-like	172	539	86	206	276	330	225	323	400	143	262	286
XM_014754405.1	LOC106789879	division abnormally delayed protein	1417	628	808	1541	879	516	1046	381	474	1066	1163	1229
XM_014754406.1	LOC106789880	synaptic vesicle 2-related protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754407.1	LOC106789880	synaptic vesicle 2-related protein	0	1	0	0	2	2	1	1	3	2	0	1
XM_014754408.1	LOC106789878	glyceraldehyde-3-phosphate dehydrogenase 1-like	10	37	4	10	14	18	15	22	24	10	28	16
XM_014754409.1	LOC106789881	alpha/beta hydrolase domain-containing protein 11	571	624	489	550	450	508	483	552	522	541	449	468
XM_014754410.1	LOC106789882	protein unc-119 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754411.1	LOC106789882	protein unc-119 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754412.1	LOC106789883	transmembrane emp24 domain-containing protein 2-like	2329	3309	2305	2791	2571	2967	2565	2968	2829	2201	2290	2663
XM_014754413.1	LOC106789884	U3 small nucleolar RNA-associated protein 6 homolog	535	1311	327	561	644	620	537	698	852	395	478	591
XM_014754414.1	LOC106789885	chromodomain-helicase-DNA-binding protein 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754415.1	LOC106789885	chromodomain-helicase-DNA-binding protein 1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754416.1	LOC106789885	chromodomain-helicase-DNA-binding protein 1-like	19	7	10	15	13	15	10	14	2	14	22	25
XM_014754417.1	LOC106789885	chromodomain-helicase-DNA-binding protein 1-like	0	0	0	1	0	0	0	0	0	0	0	0
XM_014754418.1	LOC106789885	chromodomain-helicase-DNA-binding protein 1-like	0	0	0	1	0	0	0	0	0	1	0	0
XM_014754419.1	LOC106789887	tektin-B1	3	15	1	14	11	15	13	9	12	8	13	13
XM_014754420.1	LOC106789888	uncharacterized LOC106789888	21	14	12	16	29	19	17	12	12	10	19	18
XM_014754421.1	LOC106789886	uncharacterized LOC106789886	165	285	223	294	103	138	254	233	137	242	188	125
XM_014754422.1	LOC106789888	uncharacterized LOC106789888	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754423.1	LOC106789888	uncharacterized LOC106789888	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754424.1	LOC106789888	uncharacterized LOC106789888	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754425.1	LOC106789888	uncharacterized LOC106789888	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754426.1	LOC106789888	uncharacterized LOC106789888	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754427.1	LOC106789888	uncharacterized LOC106789888	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754428.1	LOC106789888	uncharacterized LOC106789888	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754429.1	LOC106789888	uncharacterized LOC106789888	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754430.1	LOC106789889	protein Wnt-5b-like	5	2	6	14	10	8	12	2	3	16	11	6
XM_014754431.1	LOC106789889	protein Wnt-5b-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754432.1	LOC106789891	39S ribosomal protein L18, mitochondrial	525	1010	497	539	487	639	577	616	717	501	510	524
XM_014754433.1	LOC106789892	bystin	483	1214	366	649	530	696	716	671	751	609	663	753
XM_014754434.1	LOC106789893	ribonuclease H2 subunit B	436	779	393	512	374	617	386	561	565	436	480	491
XM_014754435.1	LOC106789867	uncharacterized LOC106789867	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754436.1	LOC106789890	uncharacterized LOC106789890	615	401	358	427	341	341	501	381	286	549	364	349
XM_014754437.1	LOC106789894	Golgi apparatus protein 1	4195	6349	3569	4125	3929	4311	3073	4776	4377	2687	3757	4212
XM_014754438.1	LOC106789895	carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	407	579	325	516	490	402	514	446	405	323	646	575
XM_014754439.1	LOC106789896	heparan-alpha-glucosaminide N-acetyltransferase-like	1146	1533	1123	1187	1155	1294	1118	1426	1358	767	1201	1260
XM_014754440.1	LOC106789897	heterogeneous nuclear ribonucleoprotein H-like	1275	1537	902	1408	1242	1283	1160	1517	1123	1053	1185	1352
XM_014754441.1	LOC106789898	PHD finger protein 12	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754442.1	LOC106789898	PHD finger protein 12	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754443.1	LOC106789899	GPN-loop GTPase 3	633	1353	474	635	692	847	543	810	962	546	507	661
XM_014754444.1	LOC106789901	inositol polyphosphate multikinase	0	0	0	0	2	0	0	0	0	0	0	1
XM_014754445.1	LOC106789901	inositol polyphosphate multikinase	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754446.1	LOC106789901	inositol polyphosphate multikinase	11	39	6	14	12	29	14	29	18	15	26	21
XM_014754447.1	LOC106789902	nibrin	243	379	105	250	223	201	204	221	243	234	271	309
XM_014754448.1	LOC106789900	skin secretory protein xP2-like	25	18	17	13	24	31	30	14	16	42	29	35
XM_014754449.1	LOC106789903	zinc finger HIT domain-containing protein 1	93	186	62	95	83	113	95	113	114	85	81	114
XM_014754450.1	LOC106789904	general transcription factor IIH subunit 5	69	102	48	70	53	73	68	114	92	61	68	71
XM_014754451.1	LOC106789905	DNA replication licensing factor Mcm7	184	685	78	238	261	368	303	383	476	198	282	323
XM_014754452.1	LOC106789906	BAG family molecular chaperone regulator 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754453.1	LOC106789906	BAG family molecular chaperone regulator 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754454.1	LOC106789907	60S ribosomal protein L38	0	0	0	1	0	0	0	0	0	0	0	0
XM_014754455.1	LOC106789907	60S ribosomal protein L38	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754456.1	LOC106789909	uncharacterized LOC106789909	1760	22813	13	2954	5145	8081	4243	9039	12435	1635	8225	9772
XM_014754457.1	LOC106789910	nuclear migration protein nudC-like	439	652	269	431	344	370	471	404	456	445	392	471
XM_014754458.1	LOC106789911	uncharacterized LOC106789911	348	670	253	360	354	478	406	532	597	307	333	433
XM_014754459.1	LOC106789908	cyclin-dependent kinase 2-associated protein 1-like	54	68	25	37	35	44	43	43	45	25	52	60
XM_014754460.1	LOC106789913	chymotrypsinogen B	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754461.1	LOC106789913	chymotrypsinogen B	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754462.1	LOC106789913	chymotrypsinogen B	1	1	0	2	1	2	2	0	0	1	0	4
XM_014754463.1	LOC106789914	uncharacterized LOC106789914	411	376	381	378	251	365	195	348	368	333	300	305
XM_014754464.1	LOC106789914	uncharacterized LOC106789914	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754465.1	LOC106789915	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial-like	615	577	475	639	358	606	587	408	481	749	365	315
XM_014754466.1	LOC106789916	uncharacterized LOC106789916	14	0	1	12	3	6	6	3	1	14	17	11
XM_014754467.1	LOC106789918	synaptotagmin-5-like	16	2	6	16	9	6	21	3	3	5	18	17
XM_014754468.1	LOC106789919	uncharacterized LOC106789919	347	639	352	386	397	422	357	403	446	348	358	352
XM_014754469.1	LOC106789920	calcium-dependent secretion activator	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754470.1	LOC106789920	calcium-dependent secretion activator	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754471.1	LOC106789917	sodium-dependent nutrient amino acid transporter 1-like	459	115	253	275	270	264	153	294	170	505	208	284
XM_014754472.1	LOC106789920	calcium-dependent secretion activator	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754473.1	LOC106789920	calcium-dependent secretion activator	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754474.1	LOC106789920	calcium-dependent secretion activator	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754475.1	LOC106789920	calcium-dependent secretion activator	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754476.1	LOC106789920	calcium-dependent secretion activator	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754477.1	LOC106789921	beta-1,3-galactosyltransferase 5-like	128	272	74	187	130	149	158	161	184	100	224	209
XM_014754478.1	LOC106789923	coronin-7	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754479.1	LOC106789923	coronin-7	0	0	2	0	2	0	3	0	0	1	1	2
XM_014754480.1	LOC106789923	coronin-7	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754481.1	LOC106789923	coronin-7	4	0	0	8	2	0	1	1	1	1	4	5
XM_014754482.1	LOC106789923	coronin-7	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754483.1	LOC106789923	coronin-7	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754484.1	LOC106789924	sodium-dependent nutrient amino acid transporter 1-like	826	376	507	903	385	447	725	626	275	654	491	446
XM_014754485.1	LOC106789925	uncharacterized LOC106789925	249	687	130	284	258	298	238	343	423	163	387	278
XM_014754486.1	LOC106789926	uncharacterized LOC106789926	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754487.1	LOC106789926	uncharacterized LOC106789926	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754488.1	LOC106789926	uncharacterized LOC106789926	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754489.1	LOC106789926	uncharacterized LOC106789926	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754490.1	LOC106789926	uncharacterized LOC106789926	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754491.1	LOC106789926	uncharacterized LOC106789926	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754492.1	LOC106789926	uncharacterized LOC106789926	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754493.1	LOC106789926	uncharacterized LOC106789926	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754494.1	LOC106789928	TBC1 domain family member 19	21	20	22	27	33	38	38	31	25	23	10	29
XM_014754495.1	LOC106789929	jouberin-like	209	109	149	179	116	125	152	134	84	141	252	183
XM_014754496.1	LOC106789930	polycomb protein suz12-B	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754497.1	LOC106789930	polycomb protein suz12-B	0	0	0	0	0	0	0	0	0	0	0	0
XM_014754498.1	LOC106789927	SUN domain-containing protein 1-like	15	10	4	4	8	2	6	2	4	2	3	6
XM_014754499.1	LOC106789930	polycomb protein suz12-B	0	0	0	0	0	0	0	0	0	0	0	0
