GeneInfo	GeneID	Gene_Desc	BT_A_N_001	BT_A_N_025	BT_A_N_029	BT_A_P_014	BT_A_P_026	BT_A_P_030	BT_A_SL_003	BT_A_SL_027	BT_A_SL_031	BT_A_SM_004	BT_A_SM_028	BT_A_SM_032
XM_012314780.2	LOC100647703	uncharacterized LOC100647703	19	5	7	9	20	6	9	19	18	10	1	3
XM_012314781.2	LOC100647703	uncharacterized LOC100647703	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314782.2	LOC100647351	dynein light chain Tctex-type	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314783.2	LOC100647351	dynein light chain Tctex-type	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314785.2	LOC105666338	ATP synthase subunit s-like protein	597	666	596	613	375	528	674	582	441	491	417	479
XM_012314787.2	LOC100647588	long-chain fatty acid transport protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314789.2	LOC100642555	laminin subunit beta-1	22	5	10	7	10	11	13	7	11	8	6	6
XM_012314791.2	LOC100648335	LIM/homeobox protein Lhx3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314792.2	LOC100648335	LIM/homeobox protein Lhx3	34	29	14	12	18	13	18	15	5	4	17	23
XM_012314793.2	LOC100647818	uncharacterized LOC100647818	13	12	3	18	11	1	4	3	6	17	6	17
XM_012314797.2	LOC100648796	neural-cadherin	0	0	0	0	1	0	0	0	0	0	0	0
XM_012314798.2	LOC100648796	neural-cadherin	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314800.2	LOC105666340	uncharacterized LOC105666340	333	278	378	364	244	290	443	297	219	229	175	214
XM_012314807.2	LOC100650372	endothelin-converting enzyme 1	3126	3661	3253	2437	4142	2681	1874	8124	1341	2665	2274	1322
XM_012314808.2	LOC100650573	neprilysin	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314809.2	LOC100650821	probable pterin-4-alpha-carbinolamine dehydratase	744	852	652	523	421	509	692	630	688	492	444	554
XM_012314811.2	LOC100648531	X-linked retinitis pigmentosa GTPase regulator	27	35	35	23	23	46	50	24	30	45	16	26
XM_012314812.2	LOC100651294	HIV Tat-specific factor 1 homolog	467	710	602	559	430	466	569	488	404	478	426	439
XM_012314813.2	LOC100651612	protein vestigial	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314814.2	LOC100643188	glycine receptor subunit alpha-3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314815.2	LOC100651966	popeye domain-containing protein 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314816.2	LOC100631080	elongation factor 1-alpha	0	22	6	10	2	13	4	10	9	10	6	5
XM_012314817.2	LOC100652291	transcription factor cwo	1	0	0	0	2	2	3	3	2	2	2	0
XM_012314819.2	LOC100652291	transcription factor cwo	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314820.1	LOC100643188	glycine receptor subunit alpha-3	1	1	1	0	2	0	0	1	1	1	0	0
XM_012314821.2	LOC100652291	transcription factor cwo	14	15	16	27	13	20	33	19	21	19	10	12
XM_012314822.2	LOC100652291	transcription factor cwo	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314823.2	LOC100648765	endothelin-converting enzyme homolog	1552	1315	1214	1121	1066	1117	989	1188	1318	1158	883	1036
XM_012314824.2	LOC100648765	endothelin-converting enzyme homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314825.2	LOC100648765	endothelin-converting enzyme homolog	552	590	542	349	442	546	367	945	502	245	354	516
XM_012314826.2	LOC100642702	DNA-directed RNA polymerase II 16 kDa polypeptide	179	156	144	135	98	125	200	146	122	140	99	100
XM_012314828.2	LOC100642702	DNA-directed RNA polymerase II 16 kDa polypeptide	123	196	142	156	107	143	150	102	133	96	123	129
XM_012314829.2	LOC100648878	high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314830.2	LOC100648878	high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	1	1	5	1	0	1	2	3	2	1	0	4
XM_012314831.2	LOC100648995	cytochrome P450 6k1	0	4	4	21	15	14	6	3	0	3	11	10
XM_012314832.1	LOC105666342	60S ribosomal protein L18	11411	12980	11606	11850	9764	9974	14664	9527	11228	12010	9114	8289
XM_012314833.2	LOC100649110	cytochrome P450 6k1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314834.2	LOC100649110	cytochrome P450 6k1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314835.1	LOC100649110	cytochrome P450 6k1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314836.1	LOC100649110	cytochrome P450 6k1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314838.2	LOC100649110	cytochrome P450 6k1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314843.2	LOC100642936	cytochrome P450 6k1	35005	45978	28247	18977	26353	27575	29914	25576	33498	16300	12614	26283
XM_012314845.2	LOC105666344	chromatin modification-related protein eaf-1	37	82	52	32	38	36	42	46	32	25	28	45
XM_012314846.2	LOC100643056	amyloid beta A4 precursor protein-binding family B member 1-interacting protein	7	7	5	6	6	13	7	8	6	9	6	5
XM_012314847.2	LOC100643056	amyloid beta A4 precursor protein-binding family B member 1-interacting protein	7	18	5	3	6	8	5	2	8	8	6	3
XM_012314848.2	LOC100643499	uncharacterized LOC100643499	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314849.2	LOC100643499	uncharacterized LOC100643499	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314851.2	LOC100643499	uncharacterized LOC100643499	85	95	86	56	77	106	96	67	70	93	84	76
XM_012314852.2	LOC100643499	uncharacterized LOC100643499	5	8	14	8	7	10	15	13	7	12	17	20
XM_012314853.2	LOC100643499	uncharacterized LOC100643499	0	0	0	0	0	0	1	0	2	0	0	0
XM_012314854.2	LOC100643499	uncharacterized LOC100643499	0	1	0	1	0	0	0	1	0	0	0	0
XM_012314855.2	LOC100643623	protein trachealess	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314856.2	LOC100643623	protein trachealess	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314857.2	LOC100643623	protein trachealess	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314859.2	LOC100643623	protein trachealess	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314862.2	LOC100644859	F-box/LRR-repeat protein 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314863.2	LOC100649591	chromodomain-helicase-DNA-binding protein 7	5349	5207	4729	3892	4323	4414	5785	4894	3862	4515	3429	3750
XM_012314864.2	LOC100645341	leucine-rich PPR motif-containing protein, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314867.1	LOC100645341	leucine-rich PPR motif-containing protein, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314868.1	LOC100645341	leucine-rich PPR motif-containing protein, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314869.2	LOC100645771	zinc finger CCCH domain-containing protein 13	15	19	22	16	17	22	18	22	10	9	20	13
XM_012314870.2	LOC100649705	protein msta	367	298	298	229	186	233	182	231	242	289	212	189
XM_012314872.2	LOC100643069	uncharacterized LOC100643069	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314873.2	LOC100646194	post-GPI attachment to proteins factor 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314874.2	LOC100646432	copper-transporting ATPase 1	143	126	121	109	103	93	101	85	127	120	87	65
XM_012314881.2	LOC100643842	sphingosine kinase 2	74	80	70	51	86	92	79	78	76	43	32	82
XM_012314883.2	LOC100646554	apoptosis regulatory protein Siva	176	290	189	162	150	175	188	153	180	130	142	189
XM_012314884.2	LOC100646674	serine/threonine-protein kinase BRSK2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314886.2	LOC100643842	sphingosine kinase 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314887.2	LOC100647195	glycogen [starch] synthase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314888.2	LOC100647195	glycogen [starch] synthase	0	0	0	0	1	0	0	0	0	0	0	0
XM_012314891.2	LOC100647195	glycogen [starch] synthase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314892.2	LOC100647311	mitogen-activated protein kinase-binding protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314893.2	LOC100647311	mitogen-activated protein kinase-binding protein 1	70	74	79	57	56	74	94	77	39	23	61	53
XM_012314894.2	LOC100647311	mitogen-activated protein kinase-binding protein 1	1	0	2	0	3	2	3	2	2	2	0	1
XM_012314895.2	LOC100647311	mitogen-activated protein kinase-binding protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314896.2	LOC100647311	mitogen-activated protein kinase-binding protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314897.2	LOC100647432	synaptotagmin-2	13	5	11	9	11	8	11	11	8	7	7	5
XM_012314898.1	LOC100647432	synaptotagmin-2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314899.1	LOC100647432	synaptotagmin-2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314900.2	LOC100643724	ankyrin repeat domain-containing protein 54	686	840	758	804	638	661	861	830	618	559	545	606
XM_012314901.2	LOC100647432	synaptotagmin-2	21	22	27	28	15	36	24	16	26	13	23	24
XM_012314902.1	LOC100647432	synaptotagmin-2	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314903.2	LOC100647547	uncharacterized LOC100647547	0	1	0	2	0	0	0	0	1	0	0	2
XM_012314904.2	LOC105666345	uncharacterized LOC105666345	797	1520	1413	1302	886	953	867	860	1396	1137	908	999
XM_012314907.2	LOC100648650	probable ATP-dependent RNA helicase DDX10	725	1028	904	983	824	939	1115	882	749	849	778	785
XM_012314908.2	LOC105666346	chromobox protein homolog 1	616	957	622	661	720	825	1039	591	647	630	670	681
XM_012314909.2	LOC100650615	eukaryotic translation initiation factor 4H	1725	2728	2041	2177	2314	2655	2629	2547	2208	1698	2356	1999
XM_012314910.2	LOC100648763	myb-binding protein 1A	1147	1203	906	838	866	1210	1554	788	774	1093	1102	853
XM_012314911.2	LOC105666347	septin-1	612	769	722	662	604	645	850	622	529	500	478	545
XM_012314912.2	LOC100649226	protein unc-45 homolog B	2251	1978	2217	1912	1715	1804	2023	2059	1644	1689	1415	1366
XM_012314913.2	LOC100650414	cell division cycle 7-related protein kinase	378	456	498	389	319	420	401	340	355	370	345	343
XM_012314914.2	LOC100651380	DCN1-like protein 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314915.2	LOC100651380	DCN1-like protein 5	0	0	1	1	2	0	2	0	0	0	0	0
XM_012314917.2	LOC100650857	ETS-related transcription factor Elf-5	1529	936	1119	1595	1027	902	1865	1314	2321	4951	1866	620
XM_012314918.2	LOC100649940	protein arginine N-methyltransferase 3	4	5	8	9	3	3	10	3	5	8	4	3
XM_012314919.2	LOC100650739	uncharacterized LOC100650739	363	356	327	335	280	257	405	342	331	376	267	292
XM_012314920.2	LOC100649108	stromal interaction molecule homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314921.2	LOC100649108	stromal interaction molecule homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314922.2	LOC100649108	stromal interaction molecule homolog	705	764	759	806	655	793	730	709	700	676	600	652
XM_012314923.2	LOC100649108	stromal interaction molecule homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314926.1	LOC100649820	protein cramped	96	52	65	58	63	45	95	65	51	70	51	40
XM_012314928.2	LOC100649703	lutropin-choriogonadotropic hormone receptor	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314929.2	LOC100644321	rho guanine nucleotide exchange factor 11	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314930.2	LOC100649703	lutropin-choriogonadotropic hormone receptor	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314933.2	LOC100649703	lutropin-choriogonadotropic hormone receptor	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314934.2	LOC100648876	DNA topoisomerase 3-beta-1	554	699	538	574	462	552	602	443	472	465	448	447
XM_012314935.2	LOC100649346	uncharacterized LOC100649346	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314936.2	LOC100649346	uncharacterized LOC100649346	2	0	0	0	0	3	0	0	4	1	0	0
XM_012314937.2	LOC100644321	rho guanine nucleotide exchange factor 11	111	81	102	69	63	60	69	64	85	96	46	44
XM_012314939.2	LOC100648293	phosphoribosylformylglycinamidine synthase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314941.2	LOC100650051	alpha-N-acetylgalactosaminidase	45	46	57	50	46	47	41	26	37	40	40	43
XM_012314942.2	LOC100650051	alpha-N-acetylgalactosaminidase	51	42	79	59	32	52	45	30	32	33	42	53
XM_012314944.2	LOC100644321	rho guanine nucleotide exchange factor 11	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314945.2	LOC100648529	mediator of RNA polymerase II transcription subunit 25	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314946.2	LOC100648529	mediator of RNA polymerase II transcription subunit 25	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314947.2	LOC100642294	protein ABHD4	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314949.2	LOC100644321	rho guanine nucleotide exchange factor 11	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314950.2	LOC100642294	protein ABHD4	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314951.2	LOC100642294	protein ABHD4	0	0	2	0	0	0	0	0	0	0	0	0
XM_012314952.2	LOC100642294	protein ABHD4	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314953.2	LOC100642294	protein ABHD4	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314954.2	LOC100652133	retinoblastoma-like protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314955.2	LOC100642532	polycomb protein Asx	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314957.2	LOC100642651	protein spire	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314958.2	LOC100642651	protein spire	4	0	2	0	0	0	0	1	1	1	0	0
XM_012314959.2	LOC100642651	protein spire	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314960.2	LOC100642896	uncharacterized LOC100642896	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314961.2	LOC100642896	uncharacterized LOC100642896	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314962.2	LOC100643132	transmembrane 9 superfamily member 3	5328	5201	4444	4647	4662	4859	5920	4736	4978	3954	3594	3851
XM_012314965.2	LOC100643822	zinc transporter ZIP3	280	149	115	114	109	119	268	130	157	307	97	97
XM_012314967.2	LOC100643822	zinc transporter ZIP3	4	4	1	0	0	0	0	1	1	2	0	0
XM_012314968.2	LOC100643822	zinc transporter ZIP3	2	1	0	2	0	0	5	0	4	8	0	3
XM_012314971.2	LOC100644692	fatty-acid amide hydrolase 2	72	46	70	44	44	17	55	47	56	56	35	38
XM_012314972.2	LOC100644692	fatty-acid amide hydrolase 2	39	25	30	21	20	9	27	27	23	22	23	31
XM_012314973.2	LOC100644692	fatty-acid amide hydrolase 2	22	7	9	8	11	2	12	10	4	14	3	3
XM_012314974.2	LOC100644692	fatty-acid amide hydrolase 2	25	2	7	3	2	3	6	3	7	7	0	3
XM_012314975.2	LOC100644574	heterogeneous nuclear ribonucleoprotein H	1	0	0	0	0	0	0	0	0	0	0	0
XM_012314976.2	LOC100644574	heterogeneous nuclear ribonucleoprotein H	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314977.2	LOC105666350	multidrug resistance-associated protein 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314979.2	LOC105666350	multidrug resistance-associated protein 5	2	1	7	5	0	3	2	2	0	2	0	1
XM_012314980.2	LOC105666350	multidrug resistance-associated protein 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314981.2	LOC105666350	multidrug resistance-associated protein 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314982.2	LOC100650780	sodium leak channel non-selective protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314983.2	LOC100650780	sodium leak channel non-selective protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314986.2	LOC100650780	sodium leak channel non-selective protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314987.2	LOC100650780	sodium leak channel non-selective protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314988.2	LOC100650780	sodium leak channel non-selective protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314989.2	LOC100644938	organic cation transporter protein	6	4	2	3	4	3	0	2	2	6	3	3
XM_012314990.2	LOC100644938	organic cation transporter protein	23	8	7	5	22	19	18	13	6	12	3	5
XM_012314991.2	LOC100644917	vitellogenin	0	0	0	0	0	0	0	0	0	0	0	0
XM_012314995.2	LOC100644938	organic cation transporter protein	0	0	0	1	0	0	0	0	1	0	0	1
XM_012314996.2	LOC100644938	organic cation transporter protein	17	6	2	7	12	11	9	6	7	6	4	7
XM_012314997.2	LOC100644938	organic cation transporter protein	6	8	9	10	8	13	2	8	10	2	5	7
XM_012315001.2	LOC100644917	vitellogenin	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315004.2	LOC100645212	intersectin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315005.2	LOC100645212	intersectin-1	1	1	1	2	1	1	1	4	3	2	0	0
XM_012315007.2	LOC100645212	intersectin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315008.2	LOC100645212	intersectin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315010.2	LOC100645342	uncharacterized LOC100645342	10	10	18	29	13	8	6	12	9	19	5	6
XM_012315011.2	LOC100645462	uncharacterized LOC100645462	3	4	4	4	2	0	2	2	3	3	2	0
XM_012315012.2	LOC100645570	protein SGT1 homolog	1688	2054	1769	1527	1536	1683	2150	1679	1562	1405	1328	1509
XM_012315013.2	LOC100645805	coiled-coil domain-containing protein 51-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315014.2	LOC100645921	ankyrin repeat domain-containing protein 50	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315016.2	LOC100645921	ankyrin repeat domain-containing protein 50	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315017.2	LOC100645921	ankyrin repeat domain-containing protein 50	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315018.2	LOC100645921	ankyrin repeat domain-containing protein 50	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315019.1	LOC100650068	sprT-like domain-containing protein Spartan	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315021.2	LOC100651015	excitatory amino acid transporter 3	0	1	1	2	2	0	1	0	0	0	0	0
XM_012315022.2	LOC100646035	RNA-binding protein 26	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315023.2	LOC100646035	RNA-binding protein 26	1	0	1	1	0	0	2	2	0	0	1	0
XM_012315024.2	LOC100651136	sodium/bile acid cotransporter 7	10	14	19	11	19	19	18	18	19	17	14	27
XM_012315026.2	LOC100651136	sodium/bile acid cotransporter 7	34	49	57	33	47	28	49	42	37	40	24	39
XM_012315028.2	LOC100646268	wee1-like protein kinase	52	65	44	64	51	58	69	58	39	54	43	51
XM_012315032.2	LOC100646268	wee1-like protein kinase	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315033.2	LOC100646268	wee1-like protein kinase	16	10	8	12	11	23	19	15	14	13	9	24
XM_012315035.2	LOC105666351	uncharacterized LOC105666351	146	162	198	157	152	155	194	109	164	186	107	124
XM_012315036.2	LOC105666351	uncharacterized LOC105666351	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315037.2	LOC100646874	sorting and assembly machinery component 50 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315039.2	LOC100646371	probable arginine--tRNA ligase, mitochondrial	303	248	267	181	209	213	301	245	184	218	152	162
XM_012315040.2	LOC100647392	myotrophin	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315041.2	LOC100647635	serine/threonine-protein kinase SIK3	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315044.2	LOC100647871	serine/threonine-protein kinase STK11	49	82	71	79	42	64	81	55	45	56	68	60
XM_012315045.2	LOC100647871	serine/threonine-protein kinase STK11	0	1	3	0	1	1	0	1	1	0	4	1
XM_012315046.2	LOC100648372	vesicle-fusing ATPase 1	860	1047	1053	900	745	797	1131	863	641	641	680	635
XM_012315048.2	LOC100648178	AP-1 complex subunit gamma-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315049.2	LOC100648178	AP-1 complex subunit gamma-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315050.2	LOC100648178	AP-1 complex subunit gamma-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315051.2	LOC100648178	AP-1 complex subunit gamma-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315055.2	LOC100648911	COP9 signalosome complex subunit 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315056.2	LOC100648911	COP9 signalosome complex subunit 5	0	0	2	3	1	1	0	2	0	0	1	0
XM_012315057.2	LOC100648911	COP9 signalosome complex subunit 5	0	4	1	0	0	1	6	1	4	2	2	4
XM_012315058.2	LOC100648797	BTB/POZ domain-containing protein 6-B	710	476	511	399	417	346	496	540	421	424	265	329
XM_012315059.2	LOC100646494	transient receptor potential channel pyrexia	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315060.2	LOC100649109	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A	460	562	342	432	418	517	615	380	445	481	434	343
XM_012315061.2	LOC100649590	DNA-directed RNA polymerases I and III subunit RPAC1	442	578	374	496	416	481	680	391	411	481	428	367
XM_012315062.2	LOC100646494	transient receptor potential channel pyrexia	11	7	8	10	10	9	15	1	8	4	8	10
XM_012315063.2	LOC105666353	gamma-interferon-inducible lysosomal thiol reductase	2139	1882	1767	1596	1514	1789	2543	1537	1547	1394	1175	1308
XM_012315064.2	LOC100649894	tetratricopeptide repeat protein 7B	1584	1713	1295	1447	1058	1290	1884	1287	1377	1492	1286	1117
XM_012315065.1	LOC100650093	kaptin	45	32	39	43	29	42	36	46	20	27	30	25
XM_012315066.2	LOC100650093	kaptin	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315067.2	LOC100650093	kaptin	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315068.2	LOC100650093	kaptin	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315070.2	LOC100650215	carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315071.2	LOC100650215	carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	15	21	26	15	9	22	9	22	13	3	13	16
XM_012315072.2	LOC100650215	carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315074.2	LOC100650936	protein roadkill	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315076.2	LOC100650936	protein roadkill	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315077.2	LOC100650936	protein roadkill	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315080.2	LOC100650936	protein roadkill	37	24	16	16	13	4	18	20	17	25	7	16
XM_012315081.2	LOC100650936	protein roadkill	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315082.2	LOC100650936	protein roadkill	0	0	0	1	0	0	2	1	0	2	0	1
XM_012315084.2	LOC100650936	protein roadkill	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315085.2	LOC100646251	28S ribosomal protein S9, mitochondrial	949	1212	965	1146	765	833	1118	956	862	791	776	742
XM_012315086.2	LOC100650936	protein roadkill	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315087.2	LOC100650936	protein roadkill	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315089.2	LOC100650936	protein roadkill	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315090.2	LOC100650936	protein roadkill	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315092.2	LOC100650936	protein roadkill	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315094.2	LOC100650699	tudor and KH domain-containing protein homolog	1	1	2	0	0	2	0	3	0	1	5	0
XM_012315095.2	LOC100651052	glyoxylate reductase/hydroxypyruvate reductase	5074	9164	6577	5238	4517	5831	6175	5249	4317	2687	4001	5977
XM_012315096.2	LOC100651415	erlin-1	14	17	17	14	22	16	26	19	14	23	18	16
XM_012315097.2	LOC100651849	COP9 signalosome complex subunit 4	1820	2189	1742	1820	1644	1895	2125	1630	1625	1402	1455	1749
XM_012315099.2	LOC100651968	voltage-dependent anion-selective channel	1	17	2	15	6	10	5	7	1	2	9	9
XM_012315100.2	LOC100651968	voltage-dependent anion-selective channel	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315101.2	LOC100651537	protein lin-54 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315102.2	LOC100651537	protein lin-54 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315103.2	LOC100651537	protein lin-54 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315105.2	LOC100642533	laccase-4	24	26	36	11	9	10	22	24	8	14	8	17
XM_012315106.2	LOC100646855	serine/threonine-protein kinase VRK1	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315108.2	LOC100642295	chondroadherin-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315109.2	LOC100642295	chondroadherin-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315110.2	LOC100642295	chondroadherin-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315111.2	LOC100642295	chondroadherin-like protein	3	0	0	0	1	0	1	0	0	0	0	0
XM_012315113.2	LOC100642652	calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type	2484	2147	1772	1584	1518	1824	1261	1231	1661	1719	1344	1363
XM_012315114.2	LOC100642652	calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type	169	199	167	149	179	191	170	208	183	90	128	131
XM_012315116.2	LOC100643133	myelin regulatory factor-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315119.2	LOC100643380	tyrosine-protein phosphatase non-receptor type 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315120.2	LOC100643380	tyrosine-protein phosphatase non-receptor type 5	4	6	2	3	1	0	5	5	4	2	1	2
XM_012315121.2	LOC100643380	tyrosine-protein phosphatase non-receptor type 5	3	4	4	3	4	3	2	4	4	4	1	4
XM_012315122.2	LOC100643380	tyrosine-protein phosphatase non-receptor type 5	0	0	0	0	0	0	1	0	0	1	0	0
XM_012315123.2	LOC100646974	RNA-binding protein 25	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315124.2	LOC100643983	protein son of sevenless	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315125.2	LOC100643983	protein son of sevenless	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315126.2	LOC100643983	protein son of sevenless	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315127.2	LOC100643983	protein son of sevenless	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315129.2	LOC100643983	protein son of sevenless	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315130.2	LOC100643983	protein son of sevenless	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315131.2	LOC100643859	anoctamin-4	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315132.2	LOC100644495	putative fatty acyl-CoA reductase CG5065	0	0	0	0	0	0	0	0	0	0	0	0
XM_012315133.2	LOC105666354	uncharacterized LOC105666354	4	0	14	3	3	3	3	6	2	3	2	4
XM_012315134.2	LOC100645096	CUE domain-containing protein 2-A	0	1	0	1	1	1	1	0	0	1	0	0
