GeneInfo	GeneID	Gene_Desc	AM_N_056	AM_N_068	AM_N_072	AM_P_053	AM_P_057	AM_P_061	AM_SL_050	AM_SL_054	AM_SL_058	AM_SM_051	AM_SM_059	AM_SM_075
XM_016913627.2	LOC411285	muscle LIM protein Mlp84B	13	6	5	24	3	3	2	6	6	11	6	24
XM_016913628.2	LOC411285	muscle LIM protein Mlp84B	25	10	10	12	8	18	7	13	10	8	10	18
XM_016913630.2	LOC724934	paired mesoderm homeobox protein 2A	462	117	234	225	67	269	89	248	111	116	183	403
XM_016913633.2	LOC725910	tubulin-specific chaperone D	572	379	354	449	240	387	350	353	314	490	479	583
XM_016913634.2	LOC412722	protein singed	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913635.2	LOC102655072	microtubule-associated protein futsch-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913636.2	LOC726028	probable rRNA-processing protein EBP2 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913640.2	LOC412092	myosin heavy chain, non-muscle	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913641.2	LOC412092	myosin heavy chain, non-muscle	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913642.2	LOC412092	myosin heavy chain, non-muscle	2	0	0	0	0	1	0	0	0	0	0	1
XM_016913644.2	LOC551513	citron Rho-interacting kinase	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913645.2	LOC100576381	probable basic-leucine zipper transcription factor Q	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913646.2	LOC100576381	probable basic-leucine zipper transcription factor Q	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913647.2	LOC100576381	probable basic-leucine zipper transcription factor Q	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913648.2	LOC100576381	probable basic-leucine zipper transcription factor Q	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913649.2	LOC100576381	probable basic-leucine zipper transcription factor Q	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913651.1	LOC107964876	uncharacterized LOC107964876	126	65	57	97	41	127	69	73	88	94	71	130
XM_016913652.2	LOC100576300	uncharacterized LOC100576300	489	228	219	327	167	313	218	281	349	358	295	606
XM_016913653.2	LOC727030	myotubularin-related protein 8	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913657.2	LOC726725	pro-resilin	0	0	0	0	0	0	0	0	0	1	0	0
XM_016913658.2	LOC411651	Bardet-Biedl syndrome 7 protein homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913660.2	LOC413438	dynamin-like 120 kDa protein, mitochondrial	155	90	80	111	88	150	117	91	116	124	145	187
XM_016913661.2	LOC552432	transmembrane protein 184C	2	1	1	1	0	3	0	0	3	2	2	0
XM_016913662.2	LOC552051	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	2580	1018	993	1942	771	2087	1041	2073	1151	2213	1559	3006
XM_016913666.2	LOC100577332	GATA-binding factor C	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913667.2	LOC100577332	GATA-binding factor C	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913668.2	LOC100577332	GATA-binding factor C	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913669.2	LOC412115	autophagy-related protein 9A	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913670.2	LOC412115	autophagy-related protein 9A	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913671.2	LOC412115	autophagy-related protein 9A	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913672.2	LOC412115	autophagy-related protein 9A	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913673.2	LOC412115	autophagy-related protein 9A	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913674.2	LOC552279	sodium-independent sulfate anion transporter	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913675.2	LOC100577582	putative mannose 6-phosphate receptor-like protein C530.09c	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913676.2	LOC726572	leucine-rich repeat-containing protein 15	1	0	0	0	0	0	0	0	0	0	0	0
XM_016913677.2	LOC724864	TWiK family of potassium channels protein 18	3	4	1	1	1	1	2	4	1	0	2	1
XM_016913678.2	LOC724864	TWiK family of potassium channels protein 18	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913682.2	LOC100577269	uncharacterized LOC100577269	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913688.2	LOC410003	GIGYF family protein CG11148	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913692.2	LOC107963995	serine protease 7	197	83	107	153	61	191	88	150	136	184	140	306
XM_016913693.2	LOC100576326	phenoloxidase-activating factor 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913694.2	LOC100576326	phenoloxidase-activating factor 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913696.2	LOC100576326	phenoloxidase-activating factor 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913697.2	LOC100576326	phenoloxidase-activating factor 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913699.2	LOC724935	protein deltex	740	358	331	405	318	503	423	556	431	650	576	576
XM_016913700.2	LOC409403	ubiquitin carboxyl-terminal hydrolase 30 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913702.2	LOC411282	basic-leucine zipper transcription factor A	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913703.2	LOC409970	thrombospondin type-1 domain-containing protein 4	2	1	0	2	0	0	3	0	0	0	0	1
XM_016913705.1	LOC725908	helicase sen1	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913708.2	LOC412959	uncharacterized LOC412959	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913712.2	LOC412391	transient receptor potential cation channel, subfamily M, member 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913713.2	LOC412391	transient receptor potential cation channel, subfamily M, member 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913714.2	LOC412391	transient receptor potential cation channel, subfamily M, member 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913715.2	LOC412391	transient receptor potential cation channel, subfamily M, member 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913716.1	LOC412391	transient receptor potential cation channel, subfamily M, member 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913717.2	LOC413560	uncharacterized LOC413560	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913718.2	LOC412391	transient receptor potential cation channel, subfamily M, member 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913719.1	LOC412391	transient receptor potential cation channel, subfamily M, member 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913720.1	LOC412391	transient receptor potential cation channel, subfamily M, member 3	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913723.2	LOC411276	hybrid signal transduction histidine kinase D	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913724.2	LOC411276	hybrid signal transduction histidine kinase D	2	0	1	3	0	2	1	1	4	3	6	0
XM_016913725.2	LOC411276	hybrid signal transduction histidine kinase D	0	1	3	0	0	1	0	0	3	1	0	3
XM_016913726.2	LOC410169	twinfilin	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913727.2	LOC107964884	uncharacterized LOC107964884	475	346	235	391	214	380	252	324	301	393	327	597
XM_016913730.2	LOC725331	protein hairy	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913731.2	LOC725331	protein hairy	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913735.2	LOC552721	CD63 antigen	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913737.2	LOC413185	spondin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913739.2	LOC724931	C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8	0	0	1	0	0	0	0	0	0	0	0	1
XM_016913741.2	LOC107964891	THO complex subunit 7 homolog	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913742.2	LOC107964891	THO complex subunit 7 homolog	0	0	0	0	1	1	0	0	0	0	0	0
XM_016913744.2	LOC726636	WD repeat-containing and planar cell polarity effector protein fritz	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913745.2	LOC412128	DENN domain-containing protein 5B	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913746.2	LOC412128	DENN domain-containing protein 5B	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913747.2	LOC412128	DENN domain-containing protein 5B	5	2	3	1	1	8	3	8	2	0	2	8
XM_016913748.2	LOC413006	leucine-rich repeat flightless-interacting protein 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913749.1	LOC726537	probable ATP-dependent RNA helicase DDX27	559	250	271	375	216	478	297	541	403	456	684	578
XM_016913750.2	LOC411290	uncharacterized LOC411290	10	19	2	5	3	31	13	11	7	8	22	19
XM_016913751.2	LOC413562	rho guanine nucleotide exchange factor 17	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913753.2	LOC411731	endoplasmic reticulum metallopeptidase 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913756.2	LOC726212	25S rRNA (cytosine-C(5))-methyltransferase nop2	350	263	283	271	223	432	277	385	268	438	613	476
XM_016913759.2	LOC551206	uncharacterized LOC551206	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913760.2	LOC552528	calnexin	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913762.2	LOC412284	UPF0518 protein AAEL005291	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913763.2	LOC412284	UPF0518 protein AAEL005291	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913765.2	LOC551962	uncharacterized protein C6orf106 homolog	2119	1367	1129	1525	933	1610	1222	1478	1003	2087	1900	2211
XM_016913768.2	LOC413724	traB domain-containing protein	877	567	492	885	370	1001	592	851	575	1074	864	1088
XM_016913770.2	LOC412398	macoilin-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913771.2	LOC412650	tetratricopeptide repeat protein 21B	175	82	65	103	45	105	89	79	79	140	97	209
XM_016913772.2	LOC107964901	protein NATD1-like	0	0	0	0	0	1	0	0	0	2	0	0
XM_016913773.2	LOC107964901	protein NATD1-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913774.2	LOC100576831	protein lifeguard 2	8	10	11	6	7	7	8	8	7	4	6	10
XM_016913775.2	LOC411894	dynein beta chain, ciliary	124	59	59	122	104	209	113	88	91	120	102	321
XM_016913776.2	LOC727634	activating molecule in BECN1-regulated autophagy protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913778.1	LOC410061	type I inositol 3,4-bisphosphate 4-phosphatase	0	0	0	0	0	0	0	0	0	2	2	0
XM_016913781.2	LOC411693	Kv channel-interacting protein 1	1	1	2	0	1	2	0	2	1	0	0	0
XM_016913782.2	LOC411693	Kv channel-interacting protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913784.2	LOC411693	Kv channel-interacting protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913786.2	LOC411693	Kv channel-interacting protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913787.2	LOC411693	Kv channel-interacting protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913790.2	LOC726953	parathyroid hormone/parathyroid hormone-related peptide receptor	5	1	2	4	1	0	3	5	2	4	4	11
XM_016913791.2	LOC410061	type I inositol 3,4-bisphosphate 4-phosphatase	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913792.2	LOC551780	uncharacterized protein CG3556	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913793.2	LOC412125	ubiquitin-conjugating enzyme E2-24 kDa	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913795.2	LOC409089	vesicular inhibitory amino acid transporter	75	24	36	55	27	63	54	72	41	64	61	64
XM_016913796.2	LOC552498	DNA repair protein complementing XP-C cells homolog	632	406	252	520	283	667	396	357	373	596	523	611
XM_016913797.2	LOC551754	phosphorylated CTD-interacting factor 1	0	0	0	0	0	0	0	0	0	0	1	0
XM_016913799.2	LOC413106	uncharacterized LOC413106	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913803.2	LOC725134	nuclear RNA export factor 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913805.2	LOC551572	uncharacterized LOC551572	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913806.2	LOC551572	uncharacterized LOC551572	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913807.2	LOC551572	uncharacterized LOC551572	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913809.2	LOC724979	forkhead box protein A2-A-like	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913810.2	LOC726380	protein-S-isoprenylcysteine O-methyltransferase	428	220	206	242	135	290	201	249	257	334	252	425
XM_016913812.2	LOC102656154	uncharacterized LOC102656154	0	0	0	0	0	0	0	0	0	0	0	1
XM_016913815.2	LOC100578668	glutamic acid-rich protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913816.2	LOC107964911	CRISP/Allergen/PR-1	7	2	1	1	0	3	1	1	2	6	1	2
XM_016913819.2	LOC408616	transcriptional enhancer factor TEF-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913823.2	NLG-3	neuroligin 3	258	75	93	182	61	131	63	175	95	153	84	203
XM_016913824.2	LOC408616	transcriptional enhancer factor TEF-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913826.2	LOC408616	transcriptional enhancer factor TEF-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913830.2	Para	sodium channel protein paralytic	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913834.2	Para	sodium channel protein paralytic	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913836.2	Para	sodium channel protein paralytic	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913837.2	Para	sodium channel protein paralytic	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913838.2	Para	sodium channel protein paralytic	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913840.2	NLG-4	neuroligin 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913841.2	B-gluc1	beta-1,3-glucan recognition protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913842.2	B-gluc1	beta-1,3-glucan recognition protein 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913845.2	LOC551604	Rh-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913846.2	LOC551604	Rh-like protein	44	30	25	13	15	12	20	5	14	11	35	27
XM_016913848.2	NLG-5	neuroligin 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913850.2	NLG-5	neuroligin 5	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913853.2	LOC726626	methionyl-tRNA formyltransferase, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913856.2	LOC107964934	uncharacterized LOC107964934	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913859.2	LOC102656398	chymotrypsin-like protease CTRL-1	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913861.2	LOC409232	uncharacterized LOC409232	1537	940	822	1108	856	1518	925	1439	962	1403	1557	1902
XM_016913863.2	LOC725336	longitudinals lacking protein, isoforms A/B/D/L	359	178	162	259	108	242	156	254	131	232	171	336
XM_016913864.2	LOC725336	longitudinals lacking protein, isoforms A/B/D/L	43	35	26	19	13	23	34	37	31	33	29	39
XM_016913865.2	LOC725336	longitudinals lacking protein, isoforms A/B/D/L	16	7	8	4	3	10	7	6	0	12	5	12
XM_016913866.2	LOC725336	longitudinals lacking protein, isoforms A/B/D/L	1	2	1	3	1	2	2	3	0	2	4	4
XM_016913867.2	LOC725336	longitudinals lacking protein, isoforms A/B/D/L	38	17	12	15	11	23	24	20	23	16	27	24
XM_016913868.2	LOC414021	uncharacterized LOC414021	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913869.2	LOC725336	longitudinals lacking protein, isoforms A/B/D/L	15	8	10	14	5	9	6	12	10	15	11	18
XM_016913870.2	LOC725336	longitudinals lacking protein, isoforms A/B/D/L	48	13	22	37	22	63	36	35	28	45	23	42
XM_016913871.2	LOC725336	longitudinals lacking protein, isoforms A/B/D/L	408	158	142	252	91	261	185	262	144	206	187	346
XM_016913872.2	LOC107964937	putative uncharacterized protein DDB_G0271982	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913876.2	LOC102655047	zinc finger protein 676	72	36	34	30	9	48	18	17	20	39	23	75
XM_016913877.2	LOC102655188	zinc finger protein 2 homolog	122	52	52	59	25	53	39	71	32	47	38	97
XM_016913878.2	LOC107964003	zinc finger protein 169	56	27	13	51	20	59	23	27	37	58	30	68
XM_016913880.2	LOC409024	tropomodulin	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913881.2	LOC409024	tropomodulin	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913882.2	LOC409024	tropomodulin	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913883.2	LOC409024	tropomodulin	1	1	0	0	0	0	0	0	0	0	0	0
XM_016913893.2	LOC414021	uncharacterized LOC414021	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913895.2	LOC107964944	uncharacterized LOC107964944	1	0	0	0	0	0	0	1	0	0	0	1
XM_016913896.2	LOC409006	arrestin red cell	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913901.2	LOC408976	protein kinase shaggy	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913914.1	LOC409017	pantothenate kinase 4	0	0	0	4	0	0	0	0	1	0	4	0
XM_016913915.2	LOC409017	pantothenate kinase 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913916.2	LOC409015	probable elongation factor 1-delta	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913917.2	LOC409015	probable elongation factor 1-delta	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913918.2	LOC409015	probable elongation factor 1-delta	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913919.2	LOC726638	protein artemis	191	71	69	135	47	132	84	122	104	155	163	194
XM_016913926.2	LOC724787	protein RUFY3	32	26	20	42	21	74	25	37	26	38	34	51
XM_016913927.2	LOC413573	set1/Ash2 histone methyltransferase complex subunit ASH2	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913931.2	LOC411358	trypsin-1	1	1	1	1	2	3	1	2	0	2	1	2
XM_016913932.2	LOC724477	vitamin K-dependent protein C	0	0	0	0	0	0	0	0	0	1	1	0
XM_016913933.2	LOC724477	vitamin K-dependent protein C	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913936.2	LOC724177	uncharacterized LOC724177	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913937.2	LOC724177	uncharacterized LOC724177	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913938.2	LOC724177	uncharacterized LOC724177	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913939.2	LOC724177	uncharacterized LOC724177	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913940.2	LOC724177	uncharacterized LOC724177	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913943.2	LOC408992	NPC intracellular cholesterol transporter 1 homolog 1b	2422	1418	654	2406	733	4852	2269	2221	3204	3938	2674	3215
XM_016913946.2	LOC411306	inositol hexakisphosphate kinase 2	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913947.2	LOC409231	dipeptidase 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913948.2	LOC725634	uncharacterized LOC725634	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913949.2	LOC410758	mRNA decay activator protein ZFP36L3	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913951.2	LOC552217	uncharacterized LOC552217	0	1	0	0	0	0	0	0	0	2	1	0
XM_016913953.2	LOC413030	transmembrane protein 189	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913955.2	LOC413030	transmembrane protein 189	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913957.2	LOC409186	vam6/Vps39-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913959.2	LOC100576640	uncharacterized LOC100576640	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913962.2	LOC100576640	uncharacterized LOC100576640	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913963.2	LOC102656198	serine/arginine repetitive matrix protein 1-like	11	10	4	19	3	19	13	15	12	16	16	24
XM_016913972.2	LOC102653673	putative uncharacterized protein DDB_G0271606	94	65	43	88	28	105	85	91	64	136	39	233
XM_016913974.2	LOC100577667	WAS/WASL-interacting protein family member 3	955	444	327	639	241	479	379	661	507	817	227	1398
XM_016913975.2	LOC412763	cardiomyopathy-associated protein 5	0	0	0	0	0	0	0	0	0	1	0	0
XM_016913976.2	LOC412763	cardiomyopathy-associated protein 5	0	0	0	0	0	0	0	0	0	1	1	0
XM_016913979.2	LOC102656311	dynactin subunit 3	3	11	1	3	3	5	4	3	4	6	18	7
XM_016913981.2	LOC412885	protein N-terminal asparagine amidohydrolase	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913982.2	LOC412885	protein N-terminal asparagine amidohydrolase	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913983.2	LOC412885	protein N-terminal asparagine amidohydrolase	8	1	0	1	0	0	0	0	0	2	0	1
XM_016913984.2	LOC412885	protein N-terminal asparagine amidohydrolase	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913985.2	LOC412885	protein N-terminal asparagine amidohydrolase	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913986.2	LOC412885	protein N-terminal asparagine amidohydrolase	1	0	0	2	0	0	0	0	0	0	1	1
XM_016913987.2	LOC412885	protein N-terminal asparagine amidohydrolase	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913988.2	LOC410748	glucose dehydrogenase [FAD, quinone]	0	0	0	0	0	3	1	0	0	0	0	0
XM_016913989.2	LOC410748	glucose dehydrogenase [FAD, quinone]	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913990.2	LOC409357	COP9 signalosome complex subunit 1	835	585	589	861	367	788	596	628	649	895	707	1144
XM_016913993.2	LOC411447	serine palmitoyltransferase 2	0	0	0	2	0	2	2	0	2	0	1	1
XM_016913994.2	LOC102656074	reticulon-1-A	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913996.2	LOC412091	A disintegrin and metalloproteinase with thrombospondin motifs 9	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913997.2	LOC412091	A disintegrin and metalloproteinase with thrombospondin motifs 9	0	0	1	0	0	1	0	0	0	2	1	0
XM_016913998.2	LOC412091	A disintegrin and metalloproteinase with thrombospondin motifs 9	0	0	0	0	0	0	0	0	0	0	0	0
XM_016913999.2	LOC412091	A disintegrin and metalloproteinase with thrombospondin motifs 9	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914001.2	LOC410747	glucose dehydrogenase [FAD, quinone]	3	0	0	1	1	2	0	1	0	2	2	1
XM_016914006.2	LOC100577252	transmembrane protein 145	2	0	0	0	0	0	0	0	0	1	0	1
XM_016914007.2	LOC107964975	uncharacterized LOC107964975	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914008.2	LOC408988	uncharacterized LOC408988	0	0	1	0	0	0	0	0	0	0	0	0
XM_016914009.2	LOC411490	probable beta-hexosaminidase fdl	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914010.2	LOC411490	probable beta-hexosaminidase fdl	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914011.2	LOC411490	probable beta-hexosaminidase fdl	3	0	0	1	1	0	0	1	0	2	1	2
XM_016914012.2	LOC411490	probable beta-hexosaminidase fdl	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914023.2	LOC100578664	organic solute transporter alpha-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914024.2	LOC100578664	organic solute transporter alpha-like protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914026.2	LOC411316	kinesin 9	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914027.2	LOC411316	kinesin 9	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914029.2	LOC107964981	uncharacterized LOC107964981	2	1	3	0	0	1	0	0	0	4	2	3
XM_016914031.2	LOC100576261	zinc finger protein 569	332	180	166	292	112	255	183	247	221	299	277	432
XM_016914032.2	LOC726662	complex III assembly factor LYRM7	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914033.2	LOC726662	complex III assembly factor LYRM7	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914035.2	LOC551093	V-type proton ATPase catalytic subunit A	3	9	5	5	1	16	7	3	7	8	17	17
XM_016914038.2	LOC552546	protocadherin Fat 4	0	0	0	2	0	0	2	1	2	6	0	1
XM_016914040.2	LOC107964982	uncharacterized LOC107964982	7	2	0	6	7	2	4	6	2	9	3	7
XM_016914041.2	LOC100576167	gustatory and pheromone receptor 32a-like	8	2	7	7	5	2	3	1	4	4	1	3
XM_016914042.2	LOC552386	anamorsin homolog	0	0	0	0	0	0	0	1	0	0	0	0
XM_016914045.2	LOC410752	vesicular glutamate transporter 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914047.2	LOC726197	autophagy-related protein 101	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914048.2	LOC726197	autophagy-related protein 101	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914049.2	LOC726197	autophagy-related protein 101	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914050.2	LOC552235	histone-lysine N-methyltransferase E(z)	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914051.2	LOC410752	vesicular glutamate transporter 1	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914052.1	LOC725026	retinol dehydrogenase 10-A	1	0	0	1	0	0	0	0	0	0	0	0
XM_016914055.2	LOC726106	zwei Ig domain protein zig-8	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914056.2	LOC726106	zwei Ig domain protein zig-8	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914057.2	LOC726106	zwei Ig domain protein zig-8	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914058.2	LOC726106	zwei Ig domain protein zig-8	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914059.2	LOC408614	uncharacterized LOC408614	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914061.2	LOC409010	uncharacterized LOC409010	0	0	0	0	0	0	0	0	0	1	0	1
XM_016914069.2	LOC412528	eyes absent homolog 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914073.2	LOC409741	rho GDP-dissociation inhibitor 2	6	3	0	2	0	3	1	1	1	0	2	1
XM_016914074.2	LOC412528	eyes absent homolog 4	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914076.2	LOC725557	cuticle protein 7	2	1	0	2	0	1	0	2	2	0	0	1
XM_016914077.2	LOC725557	cuticle protein 7	2	0	2	0	1	2	2	1	1	6	2	2
XM_016914082.2	LOC552345	gamma-1-syntrophin	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914084.2	LOC107964994	uncharacterized LOC107964994	57	52	34	32	43	57	39	44	26	42	27	59
XM_016914087.2	LOC100576504	uncharacterized LOC100576504	1	0	2	0	0	0	0	0	0	0	0	1
XM_016914089.2	LOC408991	glutaminase kidney isoform, mitochondrial	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914090.2	LOC408991	glutaminase kidney isoform, mitochondrial	0	0	2	2	1	0	0	0	0	0	0	0
XM_016914091.2	LOC552749	sodium/potassium-transporting ATPase subunit beta-1-interacting protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914092.2	LOC552749	sodium/potassium-transporting ATPase subunit beta-1-interacting protein	0	0	0	0	0	0	0	0	0	0	0	0
XM_016914093.2	LOC552749	sodium/potassium-transporting ATPase subunit beta-1-interacting protein	0	0	0	0	0	0	0	0	0	0	0	0
